Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
The Predator,"When Will They Shoot
(prod. Ice Cube, DJ Pooh & Big Cat)","Track 2 on ""The Predator"".",4:36,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/54sZxcHbQubdbmjEdAFp7w?si=08375602bba3434b
The Predator,I'm Scared (Insert),"Track 3 on ""The Predator"".",1:32,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/2JfZEtOB6Om5VEEp9jJzlj?si=b8f13e9f6a5a42f1
The Predator,"Now I Gotta Wet 'Cha
(prod. DJ Muggs)","Track 5 on ""The Predator"".",4:03,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/0XAM1XBTfQ9gVW1ZXBiWnR?si=c0554c05e4d14846
The Predator,"The Predator
(prod. DJ Pooh)","Track 6 on ""The Predator"".",4:03,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/6Ah1jYLTaxl8EeRHP0L0tY?si=c3be43a1a16f4500
The Predator,"It Was a Good Day
(prod. DJ Pooh)","Track 7 on ""The Predator"". Later releasing as a single on February 23, 1993.",4:19,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/2qOm7ukLyHUXWyR4ZWLwxA?si=20b6f33d66274aae
The Predator,"We Had to Tear This Mothafucka Up
(prod. DJ Muggs)","Track 8 on ""The Predator"".",4:23,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/0SuS9DnIQh2mm2rYZphJTs?si=5112808e2c054bc5
The Predator,"Fuck 'Em (Insert)
(prod. Sir Jinx)","Track 9 on ""The Predator"".",2:02,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/4hP83iWjAMHjndPhmCr4gy?si=3fb760b5bfe7456e
The Predator,"Dirty Mack
(prod. Mr. Woody)","Track 10 on ""The Predator"".",4:34,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/6Uq5Vi8UmZGzGIicjkkz64?si=5846a9d397b2423b
The Predator,"Don't Trust 'Em
(prod. Ice Cube, Rashad & DJ Pooh)","Track 11 on ""The Predator"".",4:06,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/0iRZDAv0RbCqeXUMXaMjcp?si=e68b85e7d68345c4
The Predator,"Gangsta's Fairytale 2
(feat. Lil Russ) (prod. Ice Cube & Pocketts)","Track 12 on ""The Predator"".",3:19,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/0B0pSbpAILm0ooJVwCBmGq?si=53a423c64b7c4278
The Predator,"Check Yo Self
(feat. Das EFX) (prod. Ice Cube & DJ Muggs)","Track 13 on ""The Predator"". Later releasing as a single on July 13, 1993.",3:42,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/2Q21T7gfWltYB592v39re5?si=f5229428c4474acc
The Predator,"Who Got the Camera?
(prod. Sir Jinx)","Track 14 on ""The Predator"".",4:37,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/2W6cupx46jlNb3CEzJ81ty?si=8487a94a4bab445e
The Predator,"Integration (Insert)
(prod. Ice Cube)","Track 15 on ""The Predator"".",2:31,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/5LaFSflVutJFVMqYlEG5S4?si=6650c37f22cd4ee9
The Predator,"Say Hi to the Bad Guy
(prod. Sir Jinx)","Track 16 on ""The Predator"".",3:19,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/2luswzZndPVXQqbwnbnZXx?si=73ce6e0641454a3c
"18 on Streaming
4 not on Streaming",Lethal Injection,"(11/17/1992) (The Predator officially releases)
(12/7/1993) (Lethal Injection officially releases)",,,Other,"""Lethal Injection"" is the fourth studio album by Ice Cube, released through Priority Records on December 7, 1993. When the album released, criticism arose that Ice Cube was taking a step back from gangster rap and toning down the socio-political commentary.",
Lethal Injection,"Kool G Rap & DJ Polo - Two to the Head
(feat. Ice Cube, Scarface & Bushwick Bill) (prod. Sir Jinx & Kool G Rap)","Track 17 on ""Live and Let Die"" by Kool G Rap & DJ Polo.",4:46,"Nov 24, 1992",Other,Yes,https://open.spotify.com/track/40eE70kOSCzp82ZbRiWe4O?si=e554ae8fe167416e
Lethal Injection,"Trespass
(with Ice-T) (prod. Sir Jinx)","Track 1 on the ""Trespass"" soundtrack.",2:55,"Nov 24, 1992",Other,Yes,https://open.spotify.com/track/0LSsfGGnpJOn5aBXv2vGnZ?si=ab536d92d3ce4751
Lethal Injection,"King Tee - A Hoe B-4 Tha Homie
(feat. Ice Cube & Deadly Threat) (prod. Mr. Woody & DJ Pooh)","Track 10 on ""Tha Triflin' Album"" by King Tee.",6:00,"Jan 26, 1993",Other,Yes,https://open.spotify.com/track/4qZaI2wLhcQa6aGzvsGDrM?si=a3005e6c281c48b8
Lethal Injection,"Kam - Watts Riot
(feat. Ice Cube) (prod. DJ Pooh)","Track 11 on ""Neva Again"" by Kam.",4:06,"Feb 16, 1993",Other,No,https://youtu.be/21x1-EWHp34?si=Zi5lNpcSaLstpXx-
Lethal Injection,"2Pac - Last Wordz
(feat. Ice Cube & Ice-T) (prod. DJ Bobcat)","Track 5 on ""Strictly 4 My N.I.G.G.A.Z..."" by 2Pac.",3:36,"Feb 16, 1993",Other,Yes,https://open.spotify.com/track/0BqTFv2hwGpDrxKTWmtzBY?si=261ed9822c564229
Lethal Injection,"Yo-Yo - They Shit Don't Stink
(add. Ice Cube) (prod. Ice Cube & The Baker Boys)","Track 7 on ""You Better Ask Somebody"" by Yo-Yo.",3:40,"Jun 22, 1993",Other,No,https://youtu.be/y6pAim6jFGw?si=RLS7ep4RHCoTO_FN
Lethal Injection,"Yo-Yo - The Bonnie and Clyde Theme
(feat. Ice Cube) (prod. Pocketts)","Track 12 on ""You Better Ask Somebody"" by Yo-Yo.",4:12,"Jun 22, 1993",Other,No,https://youtu.be/d9S8VBojKdM?si=onOaDPHjuwXbihx4
Lethal Injection,"Really Doe
(prod. Derrick McDowell & Laylaw)","First single released on October 12, 1993. Track 2 on ""Lethal Injection"".",4:28,"Oct 12, 1993",Other,Yes,https://open.spotify.com/track/1P1drZCIcMAqTMbO2DzImN?si=044f983bd0174371
Lethal Injection,"My Skin Is My Sin
(feat. WC) (prod. Dr. Jam & Madness 4 Real)","B-side to the single ""Really Doe"". Track 9 on ""Bootlegs & B-Sides"".",4:44,"Oct 12, 1993",Other,Yes,https://open.spotify.com/track/34QMTr3STR8zYYf2v9yaJ9?si=828cd079a50f4583
Lethal Injection,"George Clinton - Paint The White House Black
(feat. Ice Cube, Dr. Dre, Chuck D, Public Enemy, Yo-Yo, MC Breed, Kam & Shock-G) (prod. George Clinton)","Track 2 on ""Hey, Man, Smell My Finger"" by George Clinton.",7:49,"Oct 12, 1993",Other,No,https://youtu.be/ybFZCfyJaMY?si=wsVLFYtZuOXepmr0
Lethal Injection,"Erick Sermon - The Ill Shit
(feat. Ice Cube & Kam) (prod. Erick Sermon)","Track 13 on ""No Pressure"" by Erick Sermon.",3:25,"Oct 19, 1993",Other,Yes,https://open.spotify.com/track/2aP5g2NzVDxgws6fg9mIca?si=b9b7bf7e764243cb
Lethal Injection,"The Shot
(prod. Sir Jinx)","Track 1 on ""Lethal Injection"".",0:55,"Dec 7, 1993",Other,Yes,https://open.spotify.com/track/0SUPpDo8nEk5DXjpBTmWur?si=211cc59332894dcb
Lethal Injection,"Ghetto Bird
(prod. QDIII)","Track 3 on ""Lethal Injection"".",3:50,"Dec 7, 1993",Other,Yes,https://open.spotify.com/track/6M3lqzrkzSKrBehkeAxTXc?si=76f80fffd4c24c2a
Lethal Injection,"You Know How We Do It
(prod. QDIII)","Track 4 on ""Lethal Injection"".",3:52,"Dec 7, 1993",Other,Yes,https://open.spotify.com/track/2Ih217RCGAmyQR68Nn7Cqo?si=235525192dfc4b95
Lethal Injection,"Cave Bitch
(prod. Brain G)","Track 5 on ""Lethal Injection"".",4:18,"Dec 7, 1993",Other,Yes,https://open.spotify.com/track/6JUHgBuPTowBXKBTy6tCPk?si=bdfab4713f8548e7
Lethal Injection,"Bop Gun (One Nation)
(feat. George Clinton) (prod. Ice Cube & QDIII)","Track 6 on ""Lethal Injection"".",11:17,"Dec 7, 1993",Other,Yes,https://open.spotify.com/track/6ahvJBzznCQvbJt0SmqtkL?si=7c5ee5a0dee34577
Lethal Injection,"What Can I Do?
(prod. 88 X Unit)","Track 7 on ""Lethal Injection"".",4:39,"Dec 7, 1993",Other,Yes,https://open.spotify.com/track/6DK9RTJx8xXnfWLDxcro42?si=ebeb6446955a43cc
Lethal Injection,"Lil Ass Gee
(prod. Sir Jinx)","Track 8 on ""Lethal Injection"".",4:04,"Dec 7, 1993",Other,Yes,https://open.spotify.com/track/4uuaWqiXl75xlDmb2d7QIn?si=575baaa429584930
Lethal Injection,"Make It Ruff, Make It Smooth
(feat. K-Dee) (prod. QDIII)","Track 9 on ""Lethal Injection"".",4:23,"Dec 7, 1993",Other,Yes,https://open.spotify.com/track/76uUU9A8yhokSMSe2jcNRA?si=bbb93ed5e4674d1d
Lethal Injection,"Down for Whatever
(prod. Madness 4 Real)","Track 10 on ""Lethal Injection"".",4:40,"Dec 7, 1993",Other,Yes,https://open.spotify.com/track/20LM2DYl5ssReQIaterJGX?si=42787f28c5fa419c
Lethal Injection,"Enemy
(prod. Madness 4 Real)","Track 11 on ""Lethal Injection"".",4:50,"Dec 7, 1993",Other,Yes,https://open.spotify.com/track/5gCfTtAD82dwAWAJs06Xsy?si=2577bf6b765843e5
Lethal Injection,"When I Get to Heaven
(prod. Brian G)","Track 12 on ""Lethal Injection"".",5:04,"Dec 7, 1993",Other,Yes,https://open.spotify.com/track/3ZxBXDSc82x8tnTN55KQzp?si=7f3a72539dd64b81
"34 on Streaming
4 not on Streaming","Bow Down
(Collaboration with Mack 10 and WC as Westside Connection)","(12/7/1993) (Lethal Injection officially releases)
(10/22/1996) (Bow Down officially releases)",,,Other,"Ice Cube, Mack 10 and WC began performing together in 1995 and appearing in songs like ""Westside Slaughterhouse"" before making their debut studio collab album ""Bow Down"" and releasing it on October 22, 1996 under Priority Records.",
Bow Down,"Anotha Level - Level-N-Service
(feat. Ice Cube) (prod. D Maq & Laylaw)","Track 12 on ""On Anotha Level"" by Anotha Level.",4:48,"Apr 26, 1994",Other,Yes,https://open.spotify.com/track/1fm6Z8tZjSINb76MvyHmcd?si=113ce89f79eb408f
Bow Down,"Terminator X - Sticka
(feat. Ice Cube, Chuck D, Ice-T, MC Lyte & Punk Barbarians) (prod. Chuck D)","Track 4 on ""Super Bad"" by Terminator X.",3:58,"Jun 21, 1994",Other,Yes,https://open.spotify.com/track/069JClDmUq7O3fZBbpBl4p
Bow Down,"Scarface - Hand of the Dead Body
(feat. Ice Cube & Devin the Dude) (prod. N.O. Joe, Scarface, Mike Dean & Uncle Eddie)","Track 10 on ""The Diary"" by Scarface. Later released as the second single on February 7, 1995.",4:39,"Oct 18, 1994",Other,Yes,https://open.spotify.com/track/1kmdxgEGbd0BsJcqnNQXT6?si=3dbae36c72e24bef
Bow Down,"Willie D - Play Witcha Mama
(feat. Ice Cube) (prod. Derek ""Grizz"" Edwards & Willie D)","Track 3 on ""Play Witcha Mama"". Also released as a single sometime in 1994.",3:34,"Oct 25, 1994",Other,Yes,https://open.spotify.com/track/333XzNaqScy9uiSyRZrNGm?si=e03f75829519471b
Bow Down,"Da Lench Mob - Cut Throats
(feat. Mack 10) (add. Ice Cube) (prod. Ice Cube)","Track 3 on ""Planet of da Apes"" by Da Lench Mob.",4:31,"Nov 1, 1994",Other,Yes,https://open.spotify.com/track/2LsqFrM5TGRBvDOeiXQefA?si=a5f43d565ea14b27
Bow Down,"Da Lench Mob - Mellow Madness
(feat. K-Dee) (add. Ice Cube) (prod. Ice Cube)","Track 8 on ""Planet of da Apes"" by Da Lench Mob.",5:59,"Nov 1, 1994",Other,Yes,https://open.spotify.com/track/5lAWF0NyjmscDMkmD2kqa4?si=9edc50fb672e4c12
Bow Down,"Robbin' Hood (Cause It Ain't All Good)
(prod. 88 X Unit)","Track 1 on ""Bootlegs And B-Sides"".",5:03,"Nov 22, 1994",Other,Yes,https://open.spotify.com/track/4MncXoGSpckBoQEnDTUGyE?si=066644e1cc234a6e
Bow Down,"What Can I Do? - Remix
(feat. Mack 10, D'Maq & Laylaw) (prod. 88 X Unit)","Track 2 on ""Bootlegs And B-Sides"".",4:25,"Nov 22, 1994",Other,Yes,https://open.spotify.com/track/0VR2yYYtY5hqPKJPgEmMLF?si=92150663c2874124
Bow Down,"24 Wit An L
(prod. Ice Cube)","Track 3 on ""Bootlegs And B-Sides"".",3:23,"Nov 22, 1994",Other,Yes,https://open.spotify.com/track/0lHXPQi1S0499sVPzQbBxs?si=dfb6a23dae1f4ef8
Bow Down,"You Know How We Do It - Remix
(prod. QD III & Ice Cube)","Track 4 on ""Bootlegs And B-Sides"".",4:22,"Nov 22, 1994",Other,Yes,https://open.spotify.com/track/0mgArBKDzgcwyjjMiaZ4M1?si=c95bb42b7df649c9
Bow Down,"2 N The Morning
(prod. Laylaw)","Track 5 on ""Bootlegs And B-Sides"".",3:59,"Nov 22, 1994",Other,Yes,https://open.spotify.com/track/4cFjDM9hpKHSgezSqkSwyy?si=2227f3b0567345c9
Bow Down,"Check Yo Self - Remix
(feat. Das EFX) (prod. Ice Cube & DJ Pooh)","Track 6 on ""Bootlegs And B-Sides"".",4:33,"Nov 22, 1994",Other,Yes,https://open.spotify.com/track/3NGT0Td7H4Is1qrlDQJxma?si=b311dcfce5404498
Bow Down,"You Don't Wanna Fuck Wit These
(prod. Dr. Jam & Madness 4 Real)","Track 7 on ""Bootlegs And B-Sides"".",3:28,"Nov 22, 1994",Other,Yes,https://open.spotify.com/track/0N6spqqA4HlIu817IuaHTL?si=04a5ae2a734843f2
Bow Down,"Lil Ass Gee - Remix
(prod. MIKE DEAN, N.O. Joe)","Track 8 on ""Bootlegs And B-Sides"".",5:18,"Nov 22, 1994",Other,Yes,https://open.spotify.com/track/0BdzGT7GWW2YIWEtwQ723c?si=bd987646e9074c03
Bow Down,"It Was A Good Day - Remix
(prod. Ice Cube)","Track 10 on ""Bootlegs And B-Sides"".",4:27,"Nov 22, 1994",Other,Yes,https://open.spotify.com/track/0MkJmjfBR4JZg0LcadprWL?si=d89dc4d6d3be432d
Bow Down,"When I Get To Heaven - Remix
(prod. Drian G)","Track 12 on ""Bootlegs And B-Sides"".",4:39,"Nov 22, 1994",Other,Yes,https://open.spotify.com/track/58b40azHfEll92nBvWd0E9?si=a801409f8be2403a
Bow Down,D'voidofpopniggafiedmegamix,"Track 13 on ""Bootlegs And B-Sides"".",4:51,"Nov 22, 1994",Other,Yes,https://open.spotify.com/track/7x2xhfx2WvddKRtq9O3Agd?si=70ba6363dbb147d5
Bow Down,"Street Fighter
(prod. 88 X Unit)","Track 1 on the ""Street Fighter"" movie soundtrack.",4:59,"Dec 6, 1994",Other,No,https://youtu.be/_GkmID2EMy0?si=V5mDyP8cshIUQT2u
Bow Down,"Natural Born Killaz
(with Dr. Dre) (prod. Dr. Dre & Sam Sneed)","Released as the lead single to the now-scrapped ""Helter Skelter"", a collab album between Ice Cube and Dr. Dre. Later ended up as track 2 on the soundtrack to ""Murder Was The Case"".",4:52,"Dec 10, 1994",Other,Yes,https://open.spotify.com/track/7gDPKf1Ccd79Gf4SDzRsQz?si=fe3245f687294136
Bow Down,"Higher
(prod. Sir Jinx)","Track 1 on the ""Higher Learning"" movie soundtrack.",4:32,"Jan 3, 1995",Other,No,https://www.youtube.com/watch?v=uABOO2tf6ME
Bow Down,"Mack 10 - Hoo-Bangin
(feat. Ice Cube) (prod. Ice Cube)","Track 1 on ""The Substitute"" soundtrack album before becoming the B-side to the single ""Bow Down"".",3:34,"Apr 9, 1996",Other,Yes,https://open.spotify.com/track/7azG6CLuWpm0YHNTFG6WSa?si=d21ee6eb407c4e4f
Bow Down,"Friday
(prod. Ice Cube)","Track 1 on the ""Friday"" soundtrack. Later became a single sometime in May 1995.",3:49,"Apr 11, 1995",Other,Yes,https://open.spotify.com/track/13AvIMuWOBUWGBhWGIHb6N?si=e88aa07c0a044f16
Bow Down,"Bootsy Collins & Bernie Worrell - You Got Me Wide Open
(prod. Ice Cube & Bootsy Collins)","Track 8 on the ""Friday"" soundtrack.",4:47,"Apr 11, 1995",Other,No,https://youtu.be/ZzKDczwkLTk?si=6ShYTGUemoMgWa9u
Bow Down,"Luke - Asshole Naked
(feat. Ice Cube) (prod. Ice Cube)","Track 12 on ""Uncle Luke"" by Luke.",4:56,"May 14, 1996",Other,No,https://youtu.be/ov0Dgo2hYwM?si=osEVTMHRV9SVHTCk
Bow Down,"Mr. Mike - Wicked Wayz
(feat. Ice Cube) (prod. Smoke One Productions)","Track 9 on ""Wicked Wayz"" by Mr. Mike.",4:05,"Jul 30, 1996",Other,Yes,https://open.spotify.com/track/3wbjB3K138iAs9MSHF6ehp?si=83b0fc1c657a4960
Bow Down,"Bow Down
(prod. Bud'da)","First single released on August 17, 1996. Track 2 on ""Bow Down"".",3:27,"Aug 17, 1996",Other,Yes,https://open.spotify.com/track/2Vpj5colB0MPy3Zg5SITEC?si=bf8782a52a1a4738
Bow Down,World Presentation,"Track 1 on ""Bow Down"".",1:16,"Oct 22, 1996",Other,Yes,https://open.spotify.com/track/1xvjl1HbL0vyZFeavjfesS?si=4f185a2709e7451b
Bow Down,"Gangstas Make the World Go Round
(prod. Ice Cube & Cedric Samson)","Track 3 on ""Bow Down"". Later became the second single released on January 24, 1997.",4:33,"Oct 22, 1996",Other,Yes,https://open.spotify.com/track/2vytyWClpsahqcL6NibSE3?si=c04ee4ca686e4f3b
Bow Down,"All the Critics in New York
(prod. Ice Cube & Binky Mack)","Track 4 on ""Bow Down"".",5:35,"Oct 22, 1996",Other,Yes,https://open.spotify.com/track/5OVwhkh2Fb0h4oXmSQ6P72?si=e501f97d8e44405c
Bow Down,"Do You Like Criminals?
(feat. K-Dee) (prod. Bud'da)","Track 5 on ""Bow Down"".",5:01,"Oct 22, 1996",Other,Yes,https://open.spotify.com/track/60D068e8jMuQUGc4SedFPw?si=1277882e650e4261
Bow Down,"Gangsta's Don't Dance
(prod. Binky Mack)","Track 6 on ""Bow Down"".",0:22,"Oct 22, 1996",Other,Yes,https://open.spotify.com/track/0xDYLextRGfSwrmaPz7NxC?si=750902aa50664cb5
Bow Down,"The Gangsta, the Killa and the Dope Dealer
(prod. Bud'da)","Track 7 on ""Bow Down"".",4:15,"Oct 22, 1996",Other,Yes,https://open.spotify.com/track/3p1oRfbN2RrDdSyG8S7itI?si=b2f8274c637a4427
Bow Down,"Cross 'Em Out and Put a 'K
(prod. Bud'da)","Track 8 on ""Bow Down"".",4:56,"Oct 22, 1996",Other,Yes,https://open.spotify.com/track/2bRiRT5X7mK36UiKYUABp0?si=75f2cc823a1942c9
Bow Down,"King of the Hill
(prod. QDIII)","Track 9 on ""Bow Down"".",4:17,"Oct 22, 1996",Other,Yes,https://open.spotify.com/track/3dmnVNKCxtohL1FJsM7xWr?si=f7828ba0bb3c4c92
Bow Down,"3 Time Felons
(prod. Bud'da)","Track 10 on ""Bow Down"".",5:10,"Oct 22, 1996",Other,Yes,https://open.spotify.com/track/73husYH5iPArs6aDiusQrq?si=61a86eced2f946da
Bow Down,"Westward Ho
(prod. QDIII)","Track 11 on ""Bow Down"".",5:12,"Oct 22, 1996",Other,Yes,https://open.spotify.com/track/4UVDkvVId0sStwp8WaddFo?si=467ec4efa4244357
Bow Down,The Pledge,"Track 12 on ""Bow Down"".",0:14,"Oct 22, 1996",Other,Yes,https://open.spotify.com/track/5Plarw2N2yiTc2zk7vKVNv?si=0eb5e9442ee24cd8
Bow Down,"Hoo-Bangin' (WSCG Style)
(feat. The Comrads & Allfrumtha I) (prod. Ice Cube)","Track 13 on ""Bow Down"".",3:58,"Oct 22, 1996",Other,Yes,https://open.spotify.com/track/1cikrStdIjqYJrpM0gfFuo?si=a11afc1d9d0044e1
"40 on Streaming
5 not on Streaming","War & Peace, Vol. 1 (The War Disc)","(10/22/1996) (Bow Down officially releases)
(11/17/1998) (War & Peace, Vol. 1 officially releases)",,,Other,"""War & Peace, Vol. 1 (The War Disc)"" is the fifth studio album by Ice Cube, being the first solo album in five years as he was working on ""Bow Down"" and movies, released on November 17, 1998 through Lench Mob and Priority Records.",
"War & Peace, Vol. 1","Yo-Yo - Bonnie and Clyde II
(feat. Ice Cube) (prod. DJ Battlecat)","Track 3 of ""Total Control"" by Yo-Yo.",3:59,"Oct 29, 1996",Other,No,https://youtu.be/kJDBx_Xdk5w?si=dtr7xRwXVUqgwzdV
"War & Peace, Vol. 1","The World Is Mine
(with Mack 10 & K-Dee) (prod. Ice Cube)","Released as a single on January 13, 1997. Track 1 on the ""Dangerous Ground"" soundtrack.",3:07,"Jan 13, 1997",Other,No,https://www.youtube.com/watch?v=ic1TnFzsJFg
"War & Peace, Vol. 1","K-Dee - Fa-Sho
(prod. Ice Cube)","Track 8 on the ""Dangerous Ground"" soundtrack.",3:50,"Feb 11, 1997",Other,No,https://www.youtube.com/watch?v=aWRNAXpUxfs
"War & Peace, Vol. 1","Lil' Doe Doe - Chocolate Chips
(prod. Ice Cube & Lil' Doe Doe)","Track 16 on the ""Dangerous Ground"" soundtrack.",3:05,"Feb 11, 1997",Other,No,https://www.youtube.com/watch?v=ddrBB3dr4lk
"War & Peace, Vol. 1","Scarface - Game Over
(feat. Ice Cube, Dr. Dre & Too $hort) (prod. Dr. Dre)","Track 13 on ""The Untouchable"" by Scarface.",4:51,"Mar 11, 1997",Other,Yes,https://open.spotify.com/track/6koCHYvxyd9zstppf8ZUkM?si=b298682c8b324082
"War & Peace, Vol. 1","Ant Banks - Big Thangs
(feat. Ice Cube & Too $hort) (prod. Ant Banks)","Track 2 on ""Big Thangs"" by Ant Banks.",3:43,"Jul 8, 1997",Other,Yes,https://open.spotify.com/track/1rz6w1jTStjZ57m5sj9AMi?si=703f18eb40724cc3
"War & Peace, Vol. 1","Man of Steel
(with Shaquille O'Neal, B-Real, Peter Gunz & KRS-One) (prod. Trackmasters & Ken Ross)","Track 7 on the ""Steel"" soundtrack. Ice Cube has writing credits.",4:35,"Jul 29, 1997",Other,Yes,https://open.spotify.com/track/09Zeey6ioJelx6E0eZBrsY?si=8a5f7f9a9e3a4903
"War & Peace, Vol. 1","Mack 10 - Chicken Hawk II
(feat. Ice Cube) (prod. Young Trey)","Track 2 on ""Based on a True Story"" by Mack 10.",2:43,"Sep 16, 1997",Other,Yes,https://open.spotify.com/track/61sb1hAMNZ2KoOnngTOrPf?si=b27bc847ec284153
"War & Peace, Vol. 1","Mack 10 - Bangin Gears (Insert)
(feat. Ice Cube)","Track 4 on ""Based on a True Story by Mack 10.",0:48,"Sep 16, 1997",Other,Yes,https://open.spotify.com/track/1aBlLBdfnl7IEWxP5nKX3b?si=3f5e7a3af61e4897
"War & Peace, Vol. 1","Mack 10 - The Guppies
(feat. Ice Cube) (prod. Binky Mack)","Track 9 on ""Based on a True Story by Mack 10.",4:52,"Sep 16, 1997",Other,Yes,https://open.spotify.com/track/2lcofdMS7P5Uo4kTJfSTI0?si=64686f6c45104c18
"War & Peace, Vol. 1","Mack 10 - Only In California
(feat. Ice Cube & Snoop Dogg) (prod. Mack 10 & Soopafly)","Track 13 on ""Based on a True Story by Mack 10. Later became the second single on December 13, 1997.",4:40,"Sep 16, 1997",Other,Yes,https://open.spotify.com/track/1CUt54s7hvj1DLnQ23TAs4?si=e56985c05f3b470c
"War & Peace, Vol. 1","Greed
(prod. Ice Cube & Bud'da)","Track 3 on the ""Gang Related"" soundtrack. Later became track 7 of ""War & Peace, Vol. 1 (The War Disc)"".",4:29,"Oct 7, 1997",Other,Yes,https://open.spotify.com/track/0GFg4tWcxELrTX1NdMYcnx?si=57a2af3b73164e23
"War & Peace, Vol. 1","David Bowie - I'm Afraid of Americans (V3 Mix)
(with Ice Cube) (prod. Nine Inch Nails)","A remix of ""I'm Afraid of Americans"" featuring Ice Cube, released as part of the ""I'm Afraid of Americans"" single.",6:18,"Oct 14, 1997",Other,No,
"War & Peace, Vol. 1","We Be Clubbin'
(prod. Rick ""Dutch"" Cousin & DJ Clark Kent)","Released as a single on December 18, 1997. Track 1 on ""The Players Club"" movie soundtrack.",4:47,"Dec 18, 1997",Other,Yes,https://open.spotify.com/track/33otj7HhAWqhSaKBU6pYSo?si=ec2719cc7a624245
"War & Peace, Vol. 1","Scarface - The Geto
(feat. Ice Cube, Willie D & K.B.) (prod. N.O. Joe)","Track 7 on ""My Homies"" by Scarface.",5:20,"Mar 3, 1998",Other,Yes,https://open.spotify.com/track/5C5AY7I2IXicLcudAPY4Rh?si=9b0cd49642d74ee2
"War & Peace, Vol. 1","We Be Clubbin' (Clark World Remix)
(with DMX) (prod. Rick ""Dutch"" Cousin & DJ Clark Kent)","Track 2 on ""The Players Club"" movie soundtrack.",4:23,"Mar 17, 1998",Other,Yes,https://open.spotify.com/track/7uIndmCMN4HLsVOxJRFGxA?si=de9dd64b65794a55
"War & Peace, Vol. 1","Who Are You Lovin'
(with Mr. Short Khop) (prod. Mo-Suave-A)","Track 3 on ""The Players Club"" movie soundtrack.",4:30,"Mar 17, 1998",Other,Yes,https://open.spotify.com/track/5jsAVliujIg5jDahyZfOvm?si=16a2474c81b949c8
"War & Peace, Vol. 1","You Know I'm a Ho
(with Master P) (prod. Bud'da)","Track 6 on ""The Players Club"" movie soundtrack.",4:17,"Mar 17, 1998",Other,Yes,https://open.spotify.com/track/1a4qQq30AC5gPLEY7m001V?si=198e22ee1bb94ff5
"War & Peace, Vol. 1","My Loved One
(with Mr. Short Khop) (prod. Binky Mack)","Track 14 on ""The Players Club"" movie soundtrack.",4:32,"Mar 17, 1998",Other,Yes,https://open.spotify.com/track/5OhCEzFDQKig38WOcrfwiy?si=ca0ee37046744959
"War & Peace, Vol. 1","Ghetto Vet
(feat. Mack 10 & Mr. Short Khop) (prod. Bud'da)","Track 2 on the ""I Got the Hook-Up"" soundtrack before being the B-side to the single ""Pushin' Weight"". Later became track 6 of ""War & Peace, Vol. 1 (The War Disc)"".",5:05,"Apr 7, 1998",Other,Yes,https://open.spotify.com/track/4UtqFgWCzESmaNfBd48TCn?si=88281f178fda46e9
"War & Peace, Vol. 1","AllFrumTha I - Dopest on Tha Planet
(feat. Ice Cube & Mack 10) (prod. Binky Mack)","Track 12 on ""AllFrumTha I"" by AllFrumTha I.",3:50,"Apr 21, 1998",Other,Yes,https://open.spotify.com/track/2Ntfr4fgi9EQv3CwDPhLh3?si=dc4a8573ab7f4a99
"War & Peace, Vol. 1","Maniac in the Brainiac
(with Mack 10) (prod. Ice Cube & Binky Mack)","Track 8 on the ""Bulworth"" soundtrack.",4:36,"Apr 21, 1998",Other,Yes,https://open.spotify.com/track/6uhD2jdYVxzqGmxpBTpwFY?si=299285af0fab408b
"War & Peace, Vol. 1","WC - Can't Hold Back
(feat. Ice Cube) (prod. Skooby Doo)","Track 5 on ""The Shadiest One"" by WC.",3:34,"Apr 28, 1998",Other,Yes,https://open.spotify.com/track/7zHwNPjvrCQccKyiEVG2mJ?si=5317f2f990e849eb
"War & Peace, Vol. 1","WC - Like That
(feat. Ice Cube, Daz Dillinger & CJ Mac) (prod. Daz Dillinger)","Track 10 on ""The Shadiest One by WC.",4:29,"Apr 28, 1998",Other,Yes,https://open.spotify.com/track/793y2dvUfQb8JxmNuajBp5?si=884827cf90494ca9
"War & Peace, Vol. 1","MC Ren - Comin' After You
(feat. Ice Cube) (prod. DJ Bobcat)","Track 4 on ""Ruthless for Life"" by MC Ren.",3:58,"Jun 30, 1998",Other,Yes,https://open.spotify.com/track/5NUuVRlPNYRQUf8aNWW2jP?si=53c2f61d71ff478f
