Era,Name,Tracklist,Image,Date Made,Quality,Source,Link(s)
VULTURES 1,VULTURES 1,"Tracklist posted by Walkerandrews to Instagram.

1. STARS
2. PAID
3. TALKING
4. EVERYBODY
5. BACK TO ME
6. HOODRAT
7. BURN
8. DO IT
9. PAPERWORK
10. FUK SUMN
11. VULTURES
12. HOOLIGANS (CARNIVAL)
13. BEG FORGIVENESS
14. SO GOOD
15. KEYS TO MY LIFE
16. PROBLEMATIC
17. KING",,Feb 2024,,Secondary,
VULTURES 1,VULTURES 1,"Tracklist posted by JPEGMAFIA to Instagram on February 10, 2024. Same as release, but with alternate titles.

1. Stars ✓
2. Keys To My Life ✓
3. PAID ✓
4. Talking ✓
5. Back To Me ✓
6. Hoodrat ✓
7. Do It ✓+
8. Paperwork ✓
9. Burn ✓
10. FUCK SUMN ✓ (FUK SUMN)
11. Vultures ✓
12. Hooligans X (CARNIVAL)
13. Beg Forgiveness ✓+
14. So Good X
15. Problematic X
16. King ✓+",,Feb 2024,,Secondary,
VULTURES 1,VULTURES 1 Chicago LP,"Setlist from the VULTURES 1 Chicago LP.

1. STARS
2. KEYS TO MY LIFE
3. PAID
4. TALKING
5. EVERYBODY
6. BACK TO ME
7. HOODRAT
8. DO IT
9. PAPERWORK
10. BURN
11. FUK SUMN
12. VULTURES
13. CARNIVAL
14. BEG FORGIVENESS
15. GOOD (DON'T DIE)
16. PROBLEMATIC
17. KING",,"Feb 8, 2024",,Ty$,
VULTURES 1,VULTURES 1 New York LP,"Setlist from the VULTURES 1 New York LP.

1. CARNIVAL
2. STARS
3. KEYS TO MY LIFE
4. PAID
5. TALKING
6. EVERYBODY
7. BACK TO ME
8. HOODRAT
9. DO IT
10. PAPERWORK
11. BURN
12. Playboi Carti - H00DBYAIR
13. FUK SUMN
14. CARNIVAL
15. VULTURES
16. BEG FORGIVENESS
17. GOOD (DON'T DIE)
18. PROBLEMATIC
19. KING",,"Feb 9, 2024",,Ty$,
VULTURES 1,VULTURES 1,"Tracklist posted to Tidal on February 9, 2024, later changed to add ""BEG FORGIVENESS"".

1. STARS
2. KEYS TO MY LIFE
3. PAID
4. TALKING
5. BACK TO ME
6. HOODRAT
7. DO IT
8. PAPERWORK
9. BURN
10. FUK SUMN
11. VULTURES
12. CARNIVAL
13. GOOD (DON'T DIE)
14. PROBLEMATIC
15. KING",,"Feb 9, 2024",,Ty$,
VULTURES 1,VULTURES 1,"Tracklist posted on all streaming services on 2/9/24. Also has no ¥$ features on any songs.

1. STARS
2. KEYS TO MY LIFE
3. PAID
4. TALKING
5. BACK TO ME
6. HOODRAT
7. DO IT
8. PAPERWORK
9. BURN
10. FUK SUMN
11. VULTURES
12. CARNIVAL
13. BEG FORGIVENESS
14. GOOD (DON'T DIE)
15. PROBLEMATIC
16. KING",,"Feb 9, 2024",,Ty$,
VULTURES 1,VULTURES 1,"Tracklist on all streaming services and physical media after the unfortunate removal of ""GOOD (DON'T DIE)"" due to sample clearing issues, and adding ¥$ to every song.

1. STARS
2. KEYS TO MY LIFE
3. PAID
4. TALKING
5. BACK TO ME
6. HOODRAT
7. DO IT
8. PAPERWORK
9. BURN
10. FUK SUMN
11. VULTURES
12. CARNIVAL
13. BEG FORGIVENESS
14. PROBLEMATIC
15. KING",,"Feb 9, 2024",,Ty$,
VULTURES 2,VULTURES 2 Los Angeles LP,"Setlist from the private VULTURES 2 Los Angeles LP.

1. PAY PER VIEW
2. YE ABOUT MINE
3. FIELD TRIP
4. DEAD
5. PROMOTION
6. RIVER
7. MY SOUL
8. GUN TO MY HEAD
9. TAKE OFF YOUR DRESS
10. FRIED
11. VAGABOND
12. ??? (GONE)
13. BELIEVER
14. MELROSE
15. PAY PER VIEW
16. PROMOTION
17. PAY PER VIEW
18. PROMOTION
19. FUK SUMN",,"Mar 9, 2024",,Ty$,
VULTURES 2,VULTURES Phoenix LP,"Setlist from the VULTURES Phoenix LP.

1. CARNIVAL - HOOLIGANS VERSION
2. STARS
3. KEYS TO MY LIFE
4. PAID
5. TALKING
6. EVERYBODY
7. BACK TO ME
8. HOODRAT
9. DO IT
10. PAPERWORK
11. BURN
12. FUK SUMN
13. CARNIVAL
14. VULTURES
15. BEG FORGIVENESS
16. BEG FORGIVENESS
17. GOOD (DON'T DIE)
18. KING
19. VAGABOND
20. BELIEVER
21. FRIED
22. PAY PER VIEW
23. PROMOTION
24. DEAD
25. PROMOTION
26. DEAD
27. FIELD TRIP
28. SLIDE
29. Kanye West - Father Strech My Hands Pt. 1
30. Kanye West - Can't Tell Me Nothing
31. Kanye West - Runaway
32. Kanye West - Jesus Walks
33. Kanye West - Niggas In Paris 
34. Kanye West - Black Skinhead
35. Kanye West - Heartless
36. Kanye West - Bound 2
37. Kanye West - Follow God
38. Blasé
39. Paranoid
40. Or Nah
41. Kanye West - Fade
42. Ego Death
43. CARNIVAL
44. FIELD TRIP",,"Mar 10, 2024",,Ty$,
VULTURES 2,VULTURES 2,"Tracklist similar to the Phoenix LP setlist. Likely created around March 10th, when the Phoenix LP was held, and before March 13th, when Quentin Miller recorded for ""BELIEVER"". ¥ signs on the whiteboard indicate songs that Ye had not yet recorded for. Posted by Papatinho to Instagram on December 27th, 2024.

1. Intro 88 (VAGABOND)
2. Believer ¥, Send to Quentin
3. Fried Add ""CARNIVAL"" Bassline (TRAX)
4. PPV - Snare, ¥ (PAY PER VIEW)
5. Promotion
6. Dead Push 2 track Punk Vocals, Mix, Work On Ty Part
7. Field Trip ¥, Fix Drums, 88, S&O
8. Slide Work On Drums, Need Session, S&O, 88
9. Take Off Your Dress - Mix
10. Ye For Mine ¥ - New Snare (everybody) (YE ABOUT MINE)
11. River - Drums
12. My Soul Need Session, Redo
13. Matthew -",,Mar 2024,,Secondary,
VULTURES 2,VULTURES San Francisco LP,"Setlist from the VULTURES San Francisco LP.

1. STARS
2. KEYS TO MY LIFE
3. PAID
3. TALKING
4. EVERYBODY
5. BACK TO ME
6. HOODRAT
7. DO IT
8. PAPERWORK
9. BURN
10. FUK SUMN
11. CARNIVAL
12. VULTURES
13. BEG FORGIVENESS
14. GOOD (DON'T DIE)
15. PROBLEMATIC
16. KING
17. SLIDE
18. FRIED
19. PAY PER VIEW
20. FIELD TRIP
21. PROMOTION
22. DEAD
23. MATTHEW
24. Kanye West - Father Stretch My Hands, Pt. 1
25. Kanye West - Can't Tell Me Nothing
26. Kanye West - Runaway
27. Kanye West - All Of The Lights
28. Kanye West - Niggas In Paris
29. Kanye West - Fade
30. YG - Toot It And Boot It
31. Or Nah
32. Kanye West - Black Skinhead
33. Kanye West - Heartless",,"Mar 12, 2024",,Ty$,
VULTURES 2,VULTURES 2,"Tracklist from a Cruza copy of VULTURES 2. Leaked December 1, 2024.

1. SLIDE
2. TIME MOVING SLOW
3. FRIED
4. PROMOTION
5. FIELD TRIP
6. PAY PER VIEW
7. RIVER
8. MAYBE
9. FORTUNE AND FAME
10. THIRSTY
11. LET GO
12. MY SOUL
13. TAKE OFF YOUR DRESS
14. BELIEVER",,May 2024,,Leaked,
VULTURES 2,VULTURES 2,"Unordered tracklist from a May copy of VULTURES 2. Leaked December 16th, 2024.

#?. FEAR
#?. GUN TO MY HEAD
#?. NIGHTS ON THE MOON
#?. THIRSTY
#?. LIFESTYLE
#?. PAY PER VIEW
#?. FORTUNE AND FAME
#?. MATTHEW
#?. SO SOON
#?. THROW AWAY
#?. BELIEVER
#?. FRIED
#?. MAYBE WE CAN LAST FOREVER
#?. MY SOUL
#?. RIVER
#?. SLIDE
#?. LET GO",,May 2024,,Leaked,
VULTURES 2,VULTURES 2,"Unordered tracklist from a Wes x Tay copy of VULTURES 2.

#?. SLIDE
#?. PAY PER VIEW
#?. FRIED
#?. FIELD TRIP
#?. BELIEVER
#?. TIME MOVING SLOW
#?. PROMOTION
#?. LET GO
#?. RIVER
#?. FORTUNE AND FAME
#?. MAYBE
#?. MY SOUL
#?. AFTER LYFE",,May 2024,,Leaked,
VULTURES 2,VULTURES 2,"Unordered tracklist from a May/June copy of VULTURES 2.

#?. AFTER LYFE
#?. BELIEVER
#?. FORTUNE AND FAME
#?. FRIED
#?. MAYBE WE CAN LAST FOREVER (MAYBE, FOREVER)
#?. MY SOUL
#?. PROMOTION
#?. RIVER
#?. LET GO
#?. SLIDE
#?. SO SOON
#?. TIME MOVING SLOW",,May-Jun 2024,,Leaked,
VULTURES 2,VULTURES 2,"Tracklist that was briefly posted to yeezy.com on August 2, 2024.

1. SLIDE
2. TIME MOVING SLOW
3. RIVER
4. PROMOTION
5. FIELD TRIP
6. BELIEVER
7. TAKE OFF YOUR DRESS
8. FRIED
9. MY SOUL
10. FORTUNE AND FAME
11. LIFESTYLE
12. FOREVER ROLLING
13. 5:30
14. PUSSY COST MONEY",,"Aug 2, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1],"Tracklist for the released version of VULTURES 2.

1. SLIDE [V1]
2. TIME MOVING SLOW [V1]
3. FIELD TRIP [V1]
4. FRIED [V1]
5. ISABELLA [V1]
6. PROMOTION [V1]
7. HUSBAND [V1]
8. LIFESTYLE [V1]
9. MAYBE [V1]
10. BOMB [V1]
11. RIVER [V1]
12. 530 [V1]
13. DEAD [V1]
14. FOREVER ROLLING [V1]
15. SKY CITY [V1]
16. MY SOUL [V1]",,"Aug 3, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1.1],"Has some mixing changes to a couple songs and a name change for ""MAYBE"" to now be ""FOREVER"", it is also shorter. ""SKY CITY"" also has a new mix and less AI isolated drums / Ty vocals. ""FRIED"" & ""FIELD TRIP"" now also have new mixes.

1. SLIDE [V1]
2. TIME MOVING SLOW [V1]
3. FIELD TRIP [V2]
4. FRIED [V2]
5. ISABELLA [V1]
6. PROMOTION [V1]
7. HUSBAND
8. LIFESTYLE [V1]
9. FOREVER (MAYBE) [V2]
10. BOMB [V1]
11. RIVER [V1]
12. 530 [V1]
13. DEAD [V1]
14. FOREVER ROLLING [V1]
15. SKY CITY [V2]
16. MY SOUL [V1]",,"Aug 4, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1.2],"""530"" now is CDQ and has a new mix with chimpunk vocals on the beatswitch. ""RIVER"" now also has the cash sound effect removed, Pierre drums again at Thug's part and a new mix. ""FRIED"" also has new unmixed adlibs. ""FIELD TRIP"" has a new mix and so does ""DEAD"". ""SKY CITY"" also have new AI vocals mixed better with better reverb and delay.

1. SLIDE
2. TIME MOVING SLOW [V1]
3. FIELD TRIP [V3]
4. FRIED [V3]
5. ISABELLA [V1]
6. PROMOTION [V1]
7. HUSBAND
8. LIFESTYLE [V1]
9. FOREVER [V2]
10. BOMB [V1]
11. RIVER [V2]
12. 530 [V3]
13. DEAD [V2]
14. FOREVER ROLLING
15. SKY CITY [V3]
16. MY SOUL [V1]",,"Aug 5, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1.3],"Has changes to ""DEAD"" and ""FRIED"".

1. SLIDE
2. TIME MOVING SLOW
3. FIELD TRIP
4. FRIED [V3]
5. ISABELLA
6. PROMOTION
7. HUSBAND
8. LIFESTYLE
9. FOREVER
10. BOMB
11. RIVER
12. 530
13. DEAD [V3]
14. FOREVER ROLLING
15. SKY CITY
16. MY SOUL",,"Aug 5, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1.4],"Changes ""MY SOUL"" and ""FRIED"".

1. SLIDE
2. TIME MOVING SLOW
3. FIELD TRIP
4. FRIED [V4]
5. ISABELLA
6. PROMOTION
7. HUSBAND
8. LIFESTYLE
9. FOREVER
10. BOMB
11. RIVER
12. 530
13. DEAD
14. FOREVER ROLLING
15. SKY CITY
16. MY SOUL [V2]",,"Aug 6, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1.5],"""MY SOUL"" has a rearranged order of verses, vocals are no longer panned to the left and production is different on outro.

1. SLIDE
2. TIME MOVING SLOW
3. FIELD TRIP
4. FRIED
5. ISABELLA
6. PROMOTION
7. HUSBAND
8. LIFESTYLE
9. FOREVER
10. BOMB
11. RIVER
12. 530
13. DEAD
14. FOREVER ROLLING
15. SKY CITY
16. MY SOUL [V3]",,"Aug 6, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1.6],"Part of the VULTURES 2 DIGITAL DELUXE 1. Adds ""TAKE OFF YOUR DRESS"" as Track 17.

1. SLIDE
2. TIME MOVING SLOW
3. FIELD TRIP
4. FRIED
5. ISABELLA
6. PROMOTION
7. HUSBAND
8. LIFESTYLE
9. FOREVER
10. BOMB
11. RIVER
12. 530
13. DEAD
14. FOREVER ROLLING
15. SKY CITY
16. MY SOUL
17. TAKE OFF YOUR DRESS",,"Aug 7, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1.7],"Clean version with mix updates for every song apart from ""BOMB"" and a new tracklist order. Also removes ""HUSBAND"" and ""ISABELLA"" off of ""LIFESTYLE"".

1. SLIDE
2. TIME MOVING SLOW
3. FIELD TRIP
4. FRIED
5. ISABELLA
6. PROMOTION
7. 530
8. DEAD
9. FOREVER ROLLING
10. BOMB
11. RIVER
12. FOREVER
13. HUSBAND
14. LIFESTYLE
15. SKY CITY
16. MY SOUL",,"Aug 8, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1.8.1],"Part of the VULTURES 2 DIGITAL DELUXE 2. Adds ""BELIEVER"" as Track 17.

1. SLIDE
2. TIME MOVING SLOW
3. FIELD TRIP
4. FRIED
5. ISABELLA
6. PROMOTION
7. HUSBAND
8. LIFESTYLE
9. FOREVER
10. BOMB
11. RIVER
12. 530
13. DEAD
14. FOREVER ROLLING
15. SKY CITY
16. MY SOUL
17. BELIEVER",,"Aug 8, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1.8.2],"Part of the VULTURES 2 DIGITAL DELUXE 3. Adds ""DRUNK"" as Track 17.

1. SLIDE
2. TIME MOVING SLOW
3. FIELD TRIP
4. FRIED
5. ISABELLA
6. PROMOTION
7. HUSBAND
8. LIFESTYLE
9. FOREVER
10. BOMB
11. RIVER
12. 530
13. DEAD
14. FOREVER ROLLING
15. SKY CITY
16. MY SOUL
17. DRUNK",,"Aug 8, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1.8.3],"Part of the VULTURES 2 DIGITAL DELUXE 4. Adds ""GUN TO MY HEAD"" as Track 17.

1. SLIDE
2. TIME MOVING SLOW
3. FIELD TRIP
4. FRIED
5. ISABELLA
6. PROMOTION
7. HUSBAND
8. LIFESTYLE
9. FOREVER
10. BOMB
11. RIVER
12. 530
13. DEAD
14. FOREVER ROLLING
15. SKY CITY
16. MY SOUL
17. GUN TO MY HEAD",,"Aug 8, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1.8.4],"Part of the VULTURES 2 DIGITAL DELUXE 5. Adds ""CAN U BE"" as Track 17.

1. SLIDE
2. TIME MOVING SLOW
3. FIELD TRIP
4. FRIED
5. ISABELLA
6. PROMOTION
7. HUSBAND
8. LIFESTYLE
9. FOREVER
10. BOMB
11. RIVER
12. 530
13. DEAD
14. FOREVER ROLLING
15. SKY CITY
16. MY SOUL
17. CAN U BE [V1]",,"Aug 9, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1.9],"Part of the VULTURES 2 DIGITAL DELUXE 5. Adds an updated ""CAN U BE"" with an updated mix, alternate Ty lyrics, and new AI Kanye vocals that replace most of Ty's vocals near the end of the song.

1. SLIDE
2. TIME MOVING SLOW
3. FIELD TRIP
4. FRIED
5. ISABELLA
6. PROMOTION
7. HUSBAND
8. LIFESTYLE
9. FOREVER
10. BOMB
11. RIVER
12. 530
13. DEAD
14. FOREVER ROLLING
15. SKY CITY
16. MY SOUL
17. CAN U BE [V2]",,"Aug 9, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1.10],"Tracklist updated to match V1.7, however still has the old versions without the newest mixes. ""LIFESTYLE"" is still unfixed and has ""HUSBAND"" and ""ISABELLA"".

1. SLIDE
2. TIME MOVING SLOW
3. FIELD TRIP
4. FRIED
5. ISABELLA
6. PROMOTION
7. 530
8. DEAD
9. FOREVER ROLLING
10. BOMB
11. RIVER
12. FOREVER
13. HUSBAND
14. LIFESTYLE
15. SKY CITY
16. MY SOUL",,"Aug 9, 2024",,Ty$,
VULTURES 2,VULTURES 2 [V1.11],"Version with all the songs being mixed by Irko and has the fixes from V1.7. ""FOREVER"" also now has AI Kanye vocals.

1. SLIDE
2. TIME MOVING SLOW
3. FIELD TRIP
4. FRIED
5. ISABELLA
6. PROMOTION
7. 530
8. DEAD
9. FOREVER ROLLING
10. BOMB
11. RIVER
12. FOREVER
13. HUSBAND
14. LIFESTYLE
15. SKY CITY
16. MY SOUL",,"Aug 16, 2024",,Ty$,
VULTURES 3,VULTURES 3,"Ye confirmed ""Don't Kill The Party"" was on VULTURES 3 during the Grammy Afterparty. It's unknown what else was on the project during this time.

#?. DON'T KILL THE PARTY",,Feb 2025,,Ty$,
$24:00 [V2],$24:00 Ty$ x 24HRS,"Tracklist shown on the Ty x 24hrs stream on December 17th, 2025.

1. FAKE FRIENDS -RECORDED 1...
2. I DONT BELIVE 24 x TY$
3. Smoke alone (24HRS x Ty$)
4. So Called Freinds - 24HRS x T...
5. Slatty (FREE JEFF) - 24HRS x...
6. 911 - TY DOLLA $IGN & 24HRS
7. CHILDREN 24hrs x TY$ x BLX...
8. TOCA 24HRS x TY$ (OPEN V)",,"May 8, 2024",,Ty$,
TYCOON [V1],TYCOON,"Tracklist seen in a video posted by Justin Laboy. Seemingly 15 tracks. Possibly the first tracklist for the album.

1. MIXED EMOTIONS
2. JD BEAT
3. ???
4. BORED
5. COMFORTABLE
6. TWITCH
7. FREAK
8. SLUT WHORE
9. I WISH
10. 3 BILLION
11. D&D
12. YES
13. ???
14. ALL IN
15. SAY IT",,"Feb 2, 2025",,Secondary,
TYCOON [V1],TYCOON,"Tracklist seen in a photo with Ty in the studio on February 7th, 2025.

1. ???
2. JD BEAT
3. LIVE ON TWITCH (TWITCH)
4. SHOW ME LOVE
5. LOVE IN THE CITY
6. SUGAR GIRL
7. FREAK
8. BRING YOUR FRIENDS
9. I WISH
10. 3 BILLION
11. SAY IT
12. WHEELS (WHEELS FALL OFF)
13. ALL IN [?]
14. MIXED EMOTIONS
15. COMFORTABLE",,"Feb 7, 2025",,Ty$,
TYCOON [V1],TYCOON,"Tracklist seen in the music video for ""Billionaires"" by Wiz Khalifa featuring Ty, released on March 11th, 2025.

1. Pussy Cost Money
2. JD Beat
3. ALL IN
4. WHEELS FALL OFF
5. Show Me Love
6. I Wish
7. 3 billion

8. Mixed emotions
9. Say IT
10. Twitch
11. Summer Time Fine",,Mar 2025,,Ty$,
TYCOON [V2],Coachella 2025 Week 1,"1. PLEASE DON'T GO
2. FIELD TRIP
3. FUK SUMN
4. I WISH
5. STARS
6. BACK TO ME
7. BURN
8. Paranoid
9. DO IT
10. YG - Toot It And Boot It
11. CARNIVAL
12. Blxst - Chosen
13. TWITCH
14. SZA - Hit Different
15. CARNIVAL
16. Miracle / Wherever
17. Roddy Ricch - Bacc Seat
18. Leon Thomas - MUTT
19. Wiz Khalifa - Something New
20. Or Nah
21. CARNIVAL",,"Apr 13, 2025",,Ty$,
TYCOON [V2],Coachella 2025 Week 2,"1. PLEASE DON'T GO
2. FIELD TRIP
3. FUK SUMN
4. I WISH
5. STARS
6. BURN
7. BACK TO ME
8. Paranoid
9. DO IT
10. YG - Toot It And Boot It
11. TWITCH
12. SZA - Hit Different
13. Miracle / Wherever
14. Feid - DALLAX
15. Leon Thomas - MUTT
16. George Clinton - Atomic Dog
17. Or Nah
18. Blasé
19. CARNIVAL",,"Apr 21, 2025",,Ty$,
TYCOON [V2],TYCOON,"Copy intended to release on the initial June 13 release date.

#?. ALL IN
#?. TWITCH
#?. DON'T KILL THE PARTY
#?. TYCOONS (JEWEL BABY)

Potential Tracks:
#?. PLEASE DON'T GO
#?. I WISH
#?. SHOW ME LOVE",,"Jun 13, 2025",,Leaked,
TYCOON [V2],TYCOON,"""NOBODY FLEW HER OUT"" was mentioned to be the last track on the album in an interview.

1. CAN'T BE FUCKED WITH
2-#. ???
#?. NOBODY FLEW HER OUT (feat. Lil Durk)

#?. DON'T KILL THE PARTY (feat. Quavo & Juicy J)
#?. TYCOON$ (feat. Young Thug, Lil Baby & Future)
#?. SMILE BODY PRETTY FACE (feat. Kodak Black & YG)
#?. SHOW ME LOVE (feat. Tory Lanez)
#?. TWITCH (feat. 2 Chainz & Tyga)
#?. WHAT I WANT (feat. Lil Wayne)
#?. SAY IT (feat. Playboi Carti & Rema)",,,,Secondary,
TYCOON [V2],TYCOON,"During a livestream on 9/16/2025, Ty played ""I WISH"" and stated it was the outro for the album. The album was later played in full following the release of ""SMILE BODY PRETTY FACE"".

1. CAN'T BE FUCKED WIT
2. DONT KILL THE PARTY (feat. Quavo)
3. TYCOONS (feat. Young Thug, Lil Baby & Future)
4. SMILE BODY PRETTY FACE (feat. Kodak Black & YG)
5. SHOW ME LOVE
6. TWITCH (feat. Tyga)
7. ALL IN 
8. WHAT I WANT (feat. Lil Wayne)
9. SAY IT (feat. Playboi Carti & Rema)
10. ON REPEAT (feat. Rich The Kid & Destroy Lonely)
11. HARDER
12. MIXED EMOTIONS (feat. Travis Scott & Leon Thomas)
13. WIT IT (feat. Chloe Bailey)
14. NOBODY FLEW HER OUT (feat. Lil Durk)
15. I WISH",,,,Ty$,
TYCOON [V2],Auger96 Grail List #1,"List of fan grails Auger96 told Ty about for the deluxe when he was in the studio with him.

#?. FREAK
#?. PUSSY COST MONEY (feat. Kanye West)
#?. BLIND DATE
#?. JD BEAT
#?. THOUSAND MILES
#?. GRATEFUL
#?. SOMETHING SERIOUS (feat. James Blake & serpentwithfeet)
#?. ??? (GONE)
#?. HERE THERE EVERYWHERE
#?. ??? (LORD OF CHAOS)",,"Oct 9, 2025",,Secondary,
TYCOON [V2],TYCOON,"Tracklist on Ty's whiteboard. Identical to the listening party tracklist but with ""NOBODY FLEW HER OUT"" taken off and all the tracks after it shifted up by one spot.

1. CANT BE FUCKED WIT
2. DONT KILL THE PARTY (feat. Quavo)
3. TYCOON$ (feat. Young Thug, Lil Baby & Future)
4. SMILE BODY PRETTY FACE (feat. Kodak Black & YG)
5. SHOW ME LOVE (feat. Tory Lanez)
6. TWITCH (feat. Tyga)
7. ALL IN 
8. WHAT I WANT (feat. Lil Wayne)
9. SAY IT (feat. Playboi Carti & Rema)
10. ON REPEAT (feat. Rich The Kid)
11. HARDER
12. MIXED EMOTIONS (feat. Travis Scott & Leon Thomas)
13. WIT IT (feat. Chloe Bailey)
14. I WISH
15. ??? (Random Symbol)",,,,Ty$,
TYCOON [V2],TYCOON,"Ty erased ""TYCOONS"" from the whiteboard after Future called him to say that he wouldn't let the song drop if Thug was going to stay on it. It is likely that the song will either be replaced or reworked entirely, more likely the former as Ty was drafting a list of possible replacements on stream.

1. CANT BE FUCKED WIT
2. DONT KILL THE PARTY (feat. Quavo)
3. [BLANK]
4. SMILE BODY PRETTY FACE (feat. Kodak Black & YG)
5. SHOW ME LOVE (feat. Tory Lanez)
6. TWITCH (feat. Tyga)
7. ALL IN 
8. WHAT I WANT (feat. Lil Wayne)
9. SAY IT (feat. Playboi Carti & Rema)
10. ON REPEAT (feat. Rich The Kid)
11. HARDER
12. MIXED EMOTIONS (feat. Travis Scott & Leon Thomas)
13. WIT IT (feat. Chloe Bailey)
14. I WISH
15. ??? (Random Symbol)",,,,Ty$,
TYCOON [V2],TYCOON,"Tracklist seen during a livestream on October 13, 2025. For some reason, ""I Wish"" is on there twice, though it's possible that both the reworked version and the TC version are on the album. Track 10 is Partial but it is likely ""Say It"" as it is on every known tracklist and has been played several times on stream.

1. PLEASE DON'T GO
2. JD BEAT
3. ALL IN
4. TWITCH (feat. Tyga & 2 Chainz)
5. SHOW ME LOVE (feat. Tory Lanez)
6. WIT IT (feat. Chlöe)
7. I WISH
8. I'M LIKE
9. NOBODY FLEW HER OUT (feat. Lil Durk)
10. ???
11. MIXED EMOTIONS (feat. Travis Scott & Leon Thomas)
12. DON'T KILL THE PARTY (feat. Quavo)
13. ON REPEAT (feat. Rich The Kid & Destroy Lonely)
14. SOBER (Interlude)
15. WYWD (HARDER)
16. D WIGHT
17. FADED / I WISH",,"Oct 13, 2025",,Ty$,
TYCOON [V2],TYCOON,"According to Hogan, two days before the release of TYCOON, a tracklist was loaded onto tycoonthealbum.com that had ""PLEASE DON'T GO"" as the intro instead of ""CAN'T BE FUCKED WITH"". Unknown what else was on this tracklist, could potentially be the above one.

1. PLEASE DON'T GO
2-?. ???",,"Oct 15, 2025",,Leaked,
TYCOON [V2],TYCOON,"Officially released tracklist for TYCOON.

1. CAN’T BE FUCKED WIT 
2. DON’T KILL THE PARTY (feat. Quavo & Juicy J)
3. DECEMBER 31ST (feat. A$AP Rocky & Tommy Revenge)
4. SMILE BODY PRETTY FACE (feat. Kodak Black & YG
5. SHOW ME LOVE (feat. Tory Lanez)
6. TYCOON$ (feat. Young Thug & Lil Baby)
7. ALL IN
8. TWITCH (feat. Tyga & 2 Chainz)
9. WHAT I WANT (feat. Lil Wayne)
10. SAY IT
11. ON REPEAT (feat. Rich The Kid & Destroy Lonely)
12. HARDER
13. MIXED EMOTIONS (feat. Travis Scott & Leon Thomas)
14. WIT IT (feat. Chlöe)
15. I WISH",,"Oct 17, 2025",,Ty$,
TYCOON [V2],AUGER LEAKS,"According to Ty Dolla $ign, if you purchase TYCOON on iTunes, you will get two exclusive bonus tracks. These tracks were sent out to fans who bought the album by Auger96.

1. BLIND DATE
2. THOUSAND MILES",,"Oct 17, 2025",,Ty$,
TYCOON [V2],Auger96 Grail List #2,"Second list of grails sent to Ty by Auger96 post release for consideration on the deluxe. Ty allegedly didn't like this list.

#?. BLACK JEEP (with fakemink & Fimiguerro)
#?. SOMETHING SERIOUS (feat. James Blake & serpentwithfeet)
#?. ??? (GO!)
#?. ??? (MY BIRTHDAY)
#?. ALL THE SIGNS
#?. ??? (GONE)
#?. PAY PER VIEW (feat. Project Pat)
#?. LOVE AGAIN
#?. WORSHIP (feat. Chloe & Leon Thomas)
#?. AFTER LYFE",,"Oct 25, 2025",,Secondary,
TYCOON [V2],TYCOON (Deluxe),"According to Ty, a 10-track TYCOON deluxe is planned.

1. CAN’T BE FUCKED WIT 
2. DON’T KILL THE PARTY (feat. Quavo & Juicy J)
3. DECEMBER 31ST (feat. A$AP Rocky & Tommy Revenge)
4. SMILE BODY PRETTY FACE (feat. Kodak Black & YG
5. SHOW ME LOVE (feat. Tory Lanez)
6. TYCOON$ (feat. Young Thug & Lil Baby)
7. ALL IN
8. TWITCH (feat. Tyga & 2 Chainz)
9. WHAT I WANT (feat. Lil Wayne)
10. SAY IT
11. ON REPEAT (feat. Rich The Kid & Destroy Lonely)
12. HARDER
13. MIXED EMOTIONS (feat. Travis Scott & Leon Thomas)
14. WIT IT (feat. Chlöe)
15. I WISH
16-26. ???

Confirmed Tracks
#?. FREAK
#?. PUSSY COST MONEY (feat. Kanye West)
#?. 3 BILLION
#?. JD BEAT
#?. PLEASE DON'T GO (feat. Wiz Khalifa)
#?. NOBODY FLEW HER OUT (feat. Lil Durk)
#?. ??? (feat. Playboi Carti)
#?. ??? (feat. Jacquees)

Potential Tracks
#?. GRATEFUL
#?. SOMETHING SERIOUS (feat. James Blake & serpentwithfeet)",,2025,,Ty$,
AIRPLANE MODE 2 [V2],am2 nov 16,"Final Airplane Mode 2 tracklist shown by damn james! on stream November 21st, 2025. Identical to the original tracklist for the project.

1. 1 find out
2. 2 icee
3. lick back
4. 4 body language
5. 5 purple in my punch
6. 6 designer drugs
7. 7 none like u
8. 8 codeine addiction
9. 9 pop my shit
10. 10 side tracked
11. 11 2 myslef
12. 12 she s back outside
13. 13 judge me",,"Nov 16, 2025",,Secondary,
