Era,Name,Notes,File Date,Leak Date,Full Length,BPM,Available Length,Quality,Link(s)
"Huncho Jack, Jack Huncho","Where U From [Instrumental]
[prod. Cardo & Cubeatz]","OG Filename: Where U From Mike Dean Mix 6 INSTRUMENTAL mastered
Final instrumental, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Where U From [TV Track]
(with Quavo)
[prod. Cardo & Cubeatz]","OG Filename: Where U From Mike Dean Mix 6 TV mastered
TV track made in 2018.",,,,,N/A,,
Astroworld,"Butterfly Effect [Instrumental]
[prod. Murda Beatz & Felix Leone]","Final instrumental. Leaked sometime before June 18, 2020.",,"Jun 18, 2020",,,Full - HQ,,Pillowcase
Astroworld,"Butterfly Effect [Multitracks]
[prod. Murda Beatz & Felix Leone]",Used to create a fake open-verse demo in 2019.,,,,,N/A,,
Astroworld,"Can't Say [Instrumental]
[prod. WondaGurl, London Cyr, MIKE DEAN & John Mayer]","Final instrumental. Quietly leaked on YouTube on January 18, 2026.",,"Jan 18, 2026",,,Full - HQ,,Pillowcase
Astroworld,"Green & Purple [Instrumental]
[prod. Sevn Thomas & TIGGI]","OG Filename: 777 - GREEN AND PURPLE
Final instrumental. Leaked January 18, 2023.",,"Jan 18, 2023",,,Full - HQ,,Pillowcase
Astroworld,"Might Go [Instrumental]
[prod. OZ & Foreign Teck]","A LQ snippet surfaced on March 31, 2018; the same part later leaked in slightly higher quality on February 7, 2020. The beat was likely originally titled ""New Money"".",,,,,Snippet - LQ,,Pillowcase
Astroworld,"NC-17 [Acapella]
(feat. 21 Savage)","OG Filename: 01 Same Sex Aca 1
Demo acapella. Missing the last hook and has extra autotune on 21's verse. Leaked June 28, 2024.",,"Jun 28, 2024",,,Full - HQ,,Pillowcase
Astroworld,"No Bystanders [Instrumental]
[prod. WondaGurl, MIKE DEAN, David Stromberg and Gezin]","Near-final version of the instrumental. Shorter than release. Leaked January 12, 2026.",,"Jan 12, 2026",,,Full - HQ,,Pillowcase
Astroworld*,"Pressure [Instrumental]
[prod. Southside & Jake One]",Played by Southside during a Instagram live in early 2018.,,,,,Snippet - LQ,,Pillowcase
Astroworld,"Sicko Mode [Acapella]
(feat. Drake, Swae Lee & Big Hawk)","Leaked sometime before August 19, 2020.",,"Aug 19, 2020",,,Full - HQ,,Pillowcase
Astroworld,"Sicko Mode [Instrumental]
[prod. Hit-Boy, OZ, Tay Keith, Cubeatz, Rogét Chahayed, Mike Dean & Misrad Dirvic]","Final instrumental. Posted to Hipinstrumentals on August 12, 2019.",,"Aug 12, 2019",,,Full - HQ,,KrakenFiles
Astroworld,"Sicko Mode [TV Track]
(feat. Swae Lee & Big Hawk)
[prod. Hit-Boy, OZ, Tay Keith, Cubeatz, Rogét Chahayed, MIKE DEAN & Misrad Dirvic]","OG Filename: SICKO MODE MIKE MIX 10 TV MIX-256
Performance version with portions of quieter vocals, no Drake and an open section for him with Travis’ adlibs included. Leaked November 2, 2024.",,"Nov 2, 2024",,,Full - HQ,,Pillowcase
Astroworld,"Watch [Instrumental 1]
(feat. Lil Uzi Vert & Kanye West)
[prod. Pi'erre Bourne & MIKE DEAN]
(AKA: Look At My Rollie)","OG Filename: Rollie Mike Mix 12 Instrumental_01
Instrumental for an earlier mix, dated April 26, 2018. Unknown when this surfaced.",,,,,Full - HQ,,Pillowcase
Astroworld,"Watch [Instrumental 2]
(feat. Lil Uzi Vert & Kanye West)
[prod. Pi'erre Bourne & MIKE DEAN]
(AKA: Look At My Rollie)","OG Filename: Rollie Mike Mix 15 explicit_01
Instrumental for an earlier mix, dated May 5, 2018. Unknown when this surfaced.",,,,,Full - HQ,,Pillowcase
Astroworld,"Yosemite [Instrumental]
[prod. June James, Turbo, RamyOnTheBeat & Sheldon Ferguson]","Final instrumental. Posted to Hipinstrumentals on February 4, 2022.",,"Feb 4, 2022",,,Full - HQ,,Pillowcase
,Features,,,,,,,,
Astroworld,"Kid Cudi - Baptized in Fire [Session] 
(feat. Travis Scott)
[prod. Kid Cudi, Plain Pat & MIKE DEAN]",Snippets surfaced in February 2024.,,,,,Snippet - HQ,,POSSIBLY LOST
Astroworld,"Kendrick Lamar - Big Shot [Acapella]
(with Travis Scott)","OG Filename: WAKANDA TRAVIS ACC MIKE DEAN MIX
Final acapella for Travis's verse. Leaked November 27, 2023.",,"Nov 27, 2023",,,Full - HQ,,Pillowcase
Astroworld,"Trippie Redd - Dark Knight Dummo [Instrumental Demo]
[prod. Honorable C.N.O.T.E.]","OG Filename: 121 bpm dark night
Shorter version of the instrumental. Leaked February 5, 2021.",,"Feb 5, 2021",,,Full - HQ,,Pillowcase
Astroworld,"Kris Wu - Deserve [Acapella]
(feat. Travis Scott)","Final acapella. Snippet leaked March 13, 2022.",,,,,Snippet - HQ,,Pillowcase
Astroworld,"Kris Wu - Deserve [Instrumental]
[prod. Louis Bell, Kris Wu & Beazy Tymes]",Final instrumental. Was for sale from the same person that leaked the acapella snippet but he never posted a snippet of the instrumental.,,,,,N/A,,
Astroworld,"Blac Youngsta - Heavy Camp [Session]
(feat. Travis Scott)
[prod. Cardo & Johnny Juliano]","OG Filename*: HEAVY CAMP -TRAVIS SCOTT FEAT 1.11.17
Session dated January 11, 2017. Leaked June 4, 2023.",,"Jun 4, 2023",,,Full - HQ,,Mega
Astroworld,"SZA - Love Galore [Instrumental | Backing Track | Stems]
(feat. Travis Scott)
[prod. Carter Lang & ThankGod4Cody]","Instrumental and backing tracks used in ""Love Galore"". Leaked December 8, 2024.",,"Dec 8, 2024",,,Full - HQ,,"Pillowcase (Instrumental)

Pillowcase (Backing Track)

Pillowcase (Stems)"
,For / Pre-Travis,"(Unused beats, or early versions before Travis got them)",,,,,,,
Astroworld,"Juice WRLD - Abyss [Instrumental]
[prod. WondaGurl & Gezin]","OG Filename: joga ast 1-wg-gezin-bpm147 - Dm - 147.00
Instrumental from the pre-""No Bystanders"" version. Unknown when this surfaced.",,,,,Full - HQ,,Pillowcase
Astroworld,"After Party [Demo | Instrumental]
[prod. Sonny Digital, Cubeatz & Nils]","Early version of the instrumental, presumably before Travis and Don recorded anything for the song.",,,,,Snippet - LQ,,Pillowcase
Astroworld,"Big Shot [Demo | Instrumental]
[prod. Maaly Raw & Cubeatz]","Instrumental using the same Cubeatz melody as ""Big Shot""; teased by Maaly Raw in 2017 and was captioned, ""Where Travis "". Leaked sometime in 2021 (?).",,,,,Full - HQ,,Pillowcase
Astroworld,"Can't Say [Demo | Instrumental]
[prod. WondaGurl & London Cyr]","Version of the instrumental that was presumably sent to Don/Travis. Has some additional elements. Played by WondaGurl in an Instagram Live and surfaced on January 9, 2023.",,"Jan 9, 2023",,,Full - HQ,,Pillowcase
Astroworld,"Watch [Demo | Instrumental]
[prod. Pi'erre Bourne]","OG Filename: 01 peirre beat 157 bpm 2
Early version of the instrumental, used by K$upreme and Playboi Carti for their respective versions, lacking Mike Dean's additional production. Leaked January 29, 2023.",,"Jan 29, 2023",,,Full - HQ,,Pillowcase
JackBoys,"Highest in the Room [Demo | Instrumental]
[prod. OZ & Nik D]",Demo instrumental with OZ's tag. Unknown when this surfaced.,,,,,Full - HQ,,Pillowcase
,Features,,,,,,,,
JackBoys,"Ed Sheeran - Antisocial [Acapella]
(with Travis Scott)
(AKA: Don't Touch Me)","OG Filename: MixtapezDontTouchMeTravisAcapella-20-04-19
Acapella for Travis's vocals. Leaked July 23, 2023.",,"Jul 23, 2023",,,Full - HQ,,Pillowcase
JackBoys,"Metro Boomin - Dreamcatcher [Instrumental]
[prod. Metro Boomin & Allen Ritter]","Official instrumental released on the deluxe edition of 'NOT ALL HEROES WEAR CAPES' on November 6, 2018.",,"Nov 6, 2018",,,Released,,N/A
JackBoys,"Childish Gambino - Feels Like Summer [Stems 1] 
(feat. Travis Scott)
[prod. Childish Gambino & Ludwig Göransson]","Stems for the version dated five days before release. Leaked March 21, 2024.",,"Mar 21, 2024",,,Full - HQ,,Pillowcase
JackBoys,"Childish Gambino - Feels Like Summer [Stems 2] 
(feat. Travis Scott)
[prod. Childish Gambino & Ludwig Göransson]","Stems for the unmastered final version. Also contains the bounce and a bounce of the instrumental. Leaked May 23, 2023.",,"May 23, 2023",,,Full - HQ,,Pillowcase
JackBoys,"Childish Gambino - Feels Like Summer [Tour Version | Instrumental] 
[prod. Childish Gambino & Ludwig Göransson]","Instrumental for the tour version. Leaked February 16, 2023.",,"Feb 16, 2023",,,Full - HQ,,Pillowcase
JackBoys,"Childish Gambino - Feels Like Summer [Tour Version | Stems] 
(feat. Travis Scott)
[prod. Childish Gambino & Ludwig Göransson]","Stems for the tour version. Leaked February 16, 2023.",,"Feb 16, 2023",,,Full - HQ,,Mega
JackBoys,"Offset - Legacy [Session]
(feat. Travis Scott & 21 Savage)
[prod. Southside & Vou]","Snippet leaked May 27, 2023.",,,,,Snippet - HQ,,Pillowcase
JackBoys,"Juicy J - Neighbor [Instrumental]
[prod. Buddah Bless]","Final instrumental. Leaked September 3, 2021.",,"Sep 3, 2021",,,Full - HQ,,Pillowcase
JackBoys,"Metro Boomin - No More [Instrumental]
[prod. Metro Boomin]","Official instrumental released on the deluxe edition of 'NOT ALL HEROES WEAR CAPES' on November 6, 2018.",,"Nov 6, 2018",,,Released,,N/A
JackBoys,"Metro Boomin - Only 1 (Interlude) [Instrumental]
[prod. Metro Boomin]","Official instrumental released on the deluxe edition of 'NOT ALL HEROES WEAR CAPES' on November 6, 2018.",,"Nov 6, 2018",,,Released,,N/A
JackBoys,"Metro Boomin - Overdue [Instrumental]
[prod. Metro Boomin]","Official instrumental released on the deluxe edition of 'NOT ALL HEROES WEAR CAPES' on November 6, 2018.",,"Nov 6, 2018",,,Released,,N/A
JackBoys,"Metro Boomin - Space Cadet [Instrumental]
[prod. Metro Boomin, Wheezy & Allen Ritter]","Official instrumental released on the deluxe edition of 'NOT ALL HEROES WEAR CAPES' on November 6, 2018.",,"Nov 6, 2018",,,Released,,N/A
JackBoys,"Post Malone - Take What You Want [Stems]
(feat. Ozzy Osbourne & Travis Scott)
[prod. Louis Bell & Andrew Watt]","Leaked May 3, 2022 (Check the Post Malone tracker for the 2 demos without Travis and their acapella and instrumental).",,"May 3, 2022",,,Full - HQ,,Pillowcase
JackBoys,"Young Thug - The London [Instrumental 1]
[prod. T-Minus]","Sounds a bit different from release, though it could just be due to the rough quality. Posted to Hipinstrumentals on August 22, 2019.",,"Aug 22, 2019",,,Full - HQ,,Pillowcase
JackBoys,"Young Thug - The London [Instrumental 2]
[prod. T-Minus]","OG Filename: London_rvsd mix_Instrumental_05-23
Final instrumental. Leaked April 9, 2022.",,"Apr 9, 2022",,,Full - HQ,,Pillowcase
JackBoys,"Metro Boomin - Up to Something [Instrumental]
[prod. Metro Boomin, Allen Ritter & Southside]","Official instrumental released on the deluxe edition of 'NOT ALL HEROES WEAR CAPES' on November 6, 2018.",,"Nov 6, 2018",,,Released,,N/A
,For / Pre-Travis,"(Unused beats, or early versions before Travis got them)",,,,,,,
JackBoys,"Pop Smoke - Bad Bitch From Tokyo [Instrumental Demo]
[prod. WondaGurl, 808Melo & Jenius Level]",Instrumental labelled with Travis's name. Unsure when this leaked.,,,,,Full - HQ,,Pillowcase
JackBoys,"Pop Smoke - Gatti [Instrumental Demo]
[prod. 808 Melo & Axl]","OG Filename: Pop Smoke x Casanova UK DRILL Type Beat 1Hunna Rounds [Prod By AXL BEATS x 808Melo]
Original instrumental for the solo Pop Smoke version that leaked with its stems. Virtually identical other than some minor differences in structure. Leaked July 5, 2023.",,"Jul 5, 2023",,,Full - HQ,,Pillowcase
JackBoys,"Pop Smoke - Gatti [Instrumental Stems | Demo]
[prod. 808 Melo & Axl]","Stems for the original instrumental for the solo Pop Smoke version. Leaked July 5, 2023.",,"Jul 5, 2023",,,Full - HQ,,Pillowcase
JackBoys,"Sad Pimpin
(with Juice WRLD)","OG Filename: Juice x Travis SadPimpin 75bpm
Instrumental labelled as being for Travis and Juice WRLD. Included in this section as it's unknown if they recorded over it; it could just be that the producer had those two in mind when making the beat. Leaked October 12, 2023.",,"Oct 12, 2023",,,Full - HQ,,Pillowcase
Utopia,"Delresto (Echoes) [Demo | Stems]
(feat. Kanye West, James Blake & Justin Vernon)
[prod. Hit-Boy, Travis Scott, Allen Ritter & MIKE DEAN]
(AKA: Delresto)","Stems for the 'Demo 7' of ""Delresto"". Found in a password-protected zip file.",,,,,N/A,,
Utopia,"Heartbeat [Instrumental]
[prod. Ronny J, Tupunmusic & RicoOnTheKeys]","OG Filename: Tu predator RJ copy
Surfaced January 17, 2023, through the OnlyFiles leak; the OG file leaked January 24. Has the Ronny J tag, so it's likely what Kaycyy rapped over.",,"Jan 17, 2023",,,Full - HQ,,Pillowcase
Utopia,"K-Pop [Instrumental]
[prod. BNYX, Boi-1da, Jahaan Sweet & Illangelo]","Official instrumental. Released on July 18, 2023.",,"Jul 18, 2023",,,Released,,N/A
Utopia,Knife [Acapella],"OG Filename [?]: knife acapella 155bpm ab minor
Unknown when this leaked. Appears to be real, due to how clean it is.",,,,,Full - HQ,,Pillowcase
Utopia,"Meltdown [Instrumental]
[prod. Boi-1da, Vinylz, Tay Keith, BNYX, Coleman & Skeleton Cartier]","Official instrumental. Labelled everywhere as having released on July 25, 2023, which obviously makes no sense as 'UTOPIA' didn't drop until three days after.",,"Jul 25, 2023",,,Released,,N/A
,Features,,,,,,,,
Utopia,"Metro Boomin - Creepin' [Instrumental]
[prod. Metro Boomin, DaHeala, johan lennox, Peter Lee Johnson, Marza Wilks, Yasmeen Al-Mazeedi & Camille Miller]","Official instrumental released on the deluxe edition of 'HEROES & VILLAINS' on December 5, 2022.",,"Dec 5, 2022",,,Released,,N/A
Utopia,"Young Stoner Life, Young Thug & Gunna - Diamonds Dancing [Instrumental]
[prod. Turbo]","OG Filename: Diamonds Dancing Young Thug Gunna Travis Scott instrumental mstr 04-27 44k
Final instrumental. Leaked June 28, 2022.",,"Jun 28, 2022",,,Full - HQ,,Pillowcase
Utopia,"Don Toliver - Flocky Flocky [Instrumental 1]
[prod. Cardo & Mu Lean]","OG Filename: crucial conflict
Leaked on July 19, 2023. Missing the intro and has a rough mix.",,"Jul 19, 2023",,,Full - HQ,,Pillowcase
Utopia,"Don Toliver - Flocky Flocky [Instrumental 2]
[prod. Cardo, Dez Wright & Mu Lean]","OG Filename: FLOCKY_FLOCKY_3
Leaked on July 18, 2023. Has significantly louder 808s and an earlier mix.",,"Jul 18, 2023",,,Full - HQ,,Pillowcase
Utopia,"Kanye West - Future Sounds [Instrumental 1]
[prod. BoogzDaBeast]","OG Filename: 01 Future Sounds Instrumental 98.
Instrumental for a relatively early version. Leaked December 4, 2020.",,"Dec 4, 2020",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Future Sounds [Instrumental 2]
[prod. BoogzDaBeast & FNZ]","OG Filename: Future Sounds V1 (Inst) BPM 83 BPM
Instrumental for an FNZ version. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Future Sounds [Instrumental | Stems]
(feat. Travis Scott & Harmony)
[prod. BoogzDaBeast & E.VAX]
(AKA: Future Bounce)","Harpischord and drum stems for an E.VAX version. Also contains the bounce. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Future Sounds [Multitracks 1]
(ref. Bruza The General & CyHi The Prynce; feat. Travis Scott, C-Murder & Harmony)
[prod. BoogzDaBeast & FNZ]","OG Filename: Future Sounds V2 (Long) 83 BPM
Multitracks for an FNZ version. Also contains the bounce and a bounce of the instrumental. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Future Sounds [Multitracks 2]
(ref. Bruza The General & CyHi The Prynce; feat. Travis Scott & Harmony)
[prod. BoogzDaBeast & FNZ]","OG Filename: Future Sounds V3 (Short) 83 BPM
Multitracks for an FNZ version. Also contains the bounce and a bounce of the instrumental. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Future Sounds [Multitracks 3]
(feat. Travis Scott & Harmony)
[prod. BoogzDaBeast & FNZ]","OG Filename: Future Sounds V5 83 BPM
Multitracks for an FNZ version. Also contains the bounce. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Future Sounds [Session]
(feat. Travis Scott & Harmony)
[prod. Andrew Dawson, The Twilite Tone & BoogzDaBeast]","OG Filename: Future Sounds - 8.3.20 Tone ADWORK
ProTools session for an Andrew Dawson and The Twilite Tone version. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Future Sounds [Stems]
(ref. Bruza The General & CyHi The Prynce feat. Travis Scott, C-Murder & Harmony)
[prod. BoogzDaBeast]","OG Filename [?]: Future Sounds
Instrumental and acapella stems for the Cons edit. Also has a drum stem. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Migos - Give No Fxk [TV Tracks + Stems]
(feat. Young Thug & Travis Scott)
[prod. DJ Durel & Murda Beatz, Yano, L'Étrange]","Leaked June 20, 2021. Contains the acapella, instrumental, and four TV tracks, including clean versions.",,"June 20, 2021",,,Full - HQ,,Pillowcase
Utopia,"Kanye West - God's Country [Stems 1]
(feat. Travis Scott)
[prod. 30 Roc, E.VAX & Dez Wright]","Stems for E.VAX's additions. Also contains the bounce. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - God's Country [Stems 2]
(feat. Travis Scott)
[prod. 30 Roc, E.VAX, Rico Nichols, Darius Woodley & Dez Wright]","OG Filename: Gods Country - 10.26.20 Drum Clean Up Stems
Stems for an E.VAX version. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - God's Country [Stems 3]
(feat. Travis Scott)
[prod. 30 Roc, E.VAX, Rico Nichols, Darius Woodley, FNZ & Dez Wright]","OG Filename: Gods Country V1 150 BPM
Stems for an FNZ version; almost multitracks, but the drums aren't separated. Also contains the bounce and a bounce of the instrumental. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - God's Country [Unused Production]
[prod. E.VAX]","A piece of additional production for ""God's Country"" produced by E.VAX. Wasn't used on any version of the song, so it's included here. Leaked September 19, 2023.",,"Sep 19, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"DJ Khaled - Let's Pray [Instrumental]
[prod. DJ Khaled, Tay Keith & Mike Dean]","Final instrumental. Leaked September 9, 2022.",,"Sep 9, 2022",,,Full - HQ,,Pillowcase
Utopia,"Metro Boomin - Lock On Me [Instrumental]
[prod. Metro Boomin, XZ & Allen Ritter]","Official instrumental released on the deluxe edition of 'HEROES & VILLAINS' on December 5, 2022.",,"Dec 5, 2022",,,Released,,N/A
Utopia,"SZA - Low [Instrumental]
[prod. Rob Bisel, Alessandro Buccellati & Aire Atlantica]","Final instrumental, but mixed roughly. Leaked March 29, 2023.",,"Mar 29, 2023",,,Full - HQ,,Pillowcase
Utopia,"Metro Boomin - Niagara Falls (Foot or 2) [Instrumental]
[prod. Metro Boomin, Allen Ritter, My Best Friend Jacob & Peter Lee Johnson]","Official instrumental released on the deluxe edition of 'HEROES & VILLAINS' on December 5, 2022.",,"Dec 5, 2022",,,Released,,N/A
Utopia,"SZA - Open Arms [Instrumental]
[prod. Rob Bisel, Michael Uzowuru & Teo Halm]","Final instrumental, but mixed roughly (Check the SZA tracker for the solo version and it's instrumental). Leaked April 4, 2023.",,"Apr 4, 2023",,,Full - HQ,,Pillowcase
Utopia,"Kanye West - Pablo [Instrumental]
[prod. ATL Jacob & FNZ]","Presumably bounced from the stems and surfaced sometime after February 23, 2022.",,"Feb 23, 2022",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Pablo [Stems 1]
(feat. Travis Scott & Future)
[prod. ATL Jacob & FNZ]","First version released on the Stem Player on February 23, 2022.",,"Feb 23, 2022",,,Released,,N/A
Utopia,"Kanye West - Pablo [Stems 2]
(feat. Travis Scott & Future)
[prod. ATL Jacob & FNZ]","Updated version released on the Stem Player on March 7, 2022.",,"Mar 7, 2022",,,Released,,N/A
Utopia,"Kanye West - Pablo [Stems 3]
(feat. Travis Scott & Future)
[prod. ATL Jacob & FNZ]","OG Filename: PABLO MIKE DEAN MIX 100 CLEAB STEMS
Stems for Pablo 'V4'. Leaked February 18, 2026.",,"Feb 18, 2026",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Pablo [Stems 4]
(feat. Travis Scott & Future)
[prod. ATL Jacob & FNZ]","OG Filename: PABLO MIKE DEAN MIX 100 STEMS
Stems for Pablo 'V5'. Leaked February 18, 2026.",,"Feb 18, 2026",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"SZA - Power Is Power [Stems]
(feat. The Weeknd & Travis Scott)
[prod. The Weeknd, Ricky Reed, DaHeala & Mike Dean]","Stems for the final two minutes of the track, primarily focused on Travis's part, as Mike Dean was adding additional production. Leaked August 22, 2021.",,"Aug 22, 2021",,,Full - HQ,,Pillowcase
Utopia,"Kanye West - Praise God [Instrumental 1]
[prod. 30 Roc, E.VAX & Zentachi]","Demo instrumental for a 3:05 version. Leaked June 7, 2022. Included as Travis was on the song at the time.",,"Jun 7, 2022",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Praise God [Instrumental 2]
[prod. 30 Roc, FNZ & Zentachi]","OG Filename: Praise God V1 (Inst) 118 BPM
Instrumental for an FNZ version. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Praise God [Instrumental 3]
[prod. 30 Roc, FNZ & Zentachi]","OG Filename: Praise God V5 120 BPM (Instrumental)
Instrumental for FNZ's fifth version of ""Praise God"". Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Praise God [Stems 1]
(ref. KayCyy; feat. Travis Scott)
[prod. 30 Roc, E.VAX & Zentachi]","OG Filename: Evan - PG
Stems for the first E.VAX version; almost multitracks, but the drums aren't separated. Also contains the bounce. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Praise God [Stems 2]
(ref. KayCyy; feat. Travis Scott)
[prod. 30 Roc, E.VAX & Zentachi]","Stems for the second E.VAX version. Also contains the bounce. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Praise God [Stems 3]
(ref. Bruza The General; feat. Travis Scott)
[prod. 30 Roc, E.VAX & Zentachi]","OG Filename: Praise God 118 BPM
Sample and acapella stems for the first Bruza reference. Also contains the bounce. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Praise God [Stems 4]
(ref. Bruza The General; feat. Travis Scott)
[prod. 30 Roc, FNZ & Zentachi]","OG Filename: Praise God V1 118 BPM
Stems for the first FNZ version. Also contains the acapella. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Praise God [Stems 5]
(ref. Bruza The General; feat. Travis Scott)
[prod. 30 Roc, FNZ & Zentachi]","OG Filename: Praise God V3 118 BPM
Stems for another FNZ version. Also contains the bounce and a bounce of the instrumental. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Praise God [Stems 6]
(ref. Bruza The General; feat. Travis Scott)
[prod. 30 Roc, FNZ & Zentachi]","OG Filename: Praise God V6 121 BPM
Stems for a later FNZ version. Also contains the bounce and a bounce of the instrumental. Leaked September 17, 2023.",,"Sep 17, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Praise God [Stems 7]
(ref. Pusha T; feat. Travis Scott)
[prod. 30 Roc & Zentachi]","Stems for the December 2020 version of the song. Leaked September 18, 2021.",,"Sep 18, 2021",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Praise God [Stems 8]
(feat. Travis Scott & Baby Keem)
[prod. 30 Roc, Ojivolta & Zentachi]","OG Filename: PRAISE GOD STEMS 118BPM
Stems for a version made after the first Atlanta 'DONDA' listening party. Leaked October 29, 2023.",,"Oct 29, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Metro Boomin - Raindrops (Insane) [Instrumental]
[prod. Metro Boomin, Honorable C.N.O.T.E. & Allen Ritter]","Official instrumental released on the deluxe edition of 'HEROES & VILLAINS' on December 5, 2022.",,"Dec 5, 2022",,,Released,,N/A
Utopia,"CHASE B - Ring Ring [Stems]
(feat. Travis Scott, Don Toliver & Quavo)
[prod. CHASE B]","Known to exist, but they're in a password-protected zip. Speculated to contain demos.",,,,,Locked Zip,,Mega
Utopia,"Jay Electronica - The Blinding [Instrumental]
(feat. Travis Scott)
[prod. Swizz Beats, Hit-Boy, AraabMuzik & G. Ry]","OG Filename: The Blinding - Instr
Final instrumental found on Roc Nation's Box drive. Leaked March 14, 2026",,"Mar 14, 2026",,,Full - HQ,,Pillowcase
Utopia,"Gunna - Top Floor [Instrumental]
[prod. Turbo & Wheezy]","Final instrumental. Leaked June 13, 2020.",,"Jun 13, 2020",,,Full - HQ,,Pillowcase
Utopia,"Metro Boomin - Trance [Instrumental]
[prod. Metro Boomin, Allen Ritter & Peter Lee Johnson]","Official instrumental released on the deluxe edition of 'HEROES & VILLAINS' on December 5, 2022.",,"Dec 5, 2022",,,Released,,N/A
Utopia,"Kanye West - Ultrasounds [Stems]
(feat. Travis Scott & Harmony)
[prod. Andrew Dawson & BoogzDaBeast]","Stems that leaked December 16, 2021. Seems to be combine stems from multiple versions of the song.",,"Dec 16, 2021",,,Full - HQ,,N/A - LEGAL ISSUES
Utopia,"Kanye West - Wash Us In The Blood [Stems]
(feat. Travis Scott) 
[prod. Kanye West, Dem Jointz, Ronny J, BoogzDaBeast & FNZ]","Released on the Stem Player on December 10, 2021. Features a different mix and minor production changes.",,"Dec 10, 2021",,,Released,,N/A
,For / Pre-Travis,"(Unused beats, or early versions before Travis got them)",,,,,,,
Utopia,"Dez Wright - [Various Instrumentals]
[prod. Dez Wright]","Dez Wright shared condensed versions of several instrumentals that he had sent to Travis for 'Utopia' on August 25, 2023, via Instagram. One of his comments suggests that none of them were recorded over, or they were at least not purchased from Dez.",,"Aug 25, 2023",,,Multiple - HQ,,Pillowcase
,Features,,,,,,,,
Post-Utopia,"Don Toliver - Ice Age [Demo | Instrumental]
(feat. Travis Scott)
[prod. Cash Cobain & Mikey Freedom Hart]","Early version of the instrumental. Lengthy snippet posted to Instagram on October 18, 2024.",,,,,Partial - HQ,,Pillowcase
Post-Utopia,"Ice Spice - Oh Shhh... [Instrumental]
[prod. goldin & RIOTUSA]","Final instrumental. Leaked November 2, 2024.",,"Nov 2, 2024",,,Full - HQ,,Pillowcase
Post-Utopia,"Mustard - Parking Lot [Instrumental]
[prod. Mustard, Nic Nac, Farmer & Keanu Beats]","Final instrumental. Leaked June 24, 2024.",,"Jun 24, 2024",,,Full - HQ,,Pillowcase
