Era,Name,Notes,File Date,Leak Date,Full Length,BPM,Available Length,Quality,Link(s)
DS4EVER,"how you did that
(feat. Kodak Black) (prod. Turbo, Basobeats & Fano)","Instrumental for track 7 on DS4EVER, ""how you did that"" featuring Kodak Black.",,"Jan 10, 2022",2:44,,Full,CD Quality,https://pillows.su/f/e157f8288728cd2c73a7700b6c7ba5d7
DS4EVER,"pushin p
(feat. Future & Young Thug) (prod. Wheezy & Juke Wong)","Instrumental for track 2 on DS4EVER, ""pushin p"" featuring Future and Young Thug.",,"Mar 14, 2022",2:16,,Full,CD Quality,https://pillows.su/f/b53c93970d400ec06231166864159b81
DS4EVER,"right
(feat. Young Thug) (prod. Wheezy)
(living with no regrets, living without no regrets)","Instrumental for ""right"" featuring Young Thug.",,"Feb 12, 2024",3:00,,Full,CD Quality,https://pillows.su/f/a52033913ea7eed408a03772abf28df8
DS4EVER,"too easy
(feat. Future) (prod. Wheezy & Sean Momberger)","Instrumental for track 13 on DS4EVER, ""too easy"" featuring Future.",,"Sep 15, 2021",2:18,,Full,CD Quality,https://pillows.su/f/50944196f7a89f94a33e9a09fbef4d91
DS4EVER,"DaBaby - TLC
(feat. Gunna) (prod. star boy & DJ K.i.D)",Instrumental for DaBaby - TLC.,,"Sep 4, 2020",2:57,,Full,CD Quality,https://pillows.su/f/92d7cb5ee0e45851df308c11154dfed5
DS4EVER,"DDG - Elon Musk
(feat. Gunna) (prod. Corbett & Matt Zara)","Instrumental for DDG - ""Elon Musk"" featuring Gunna.",,"May 3, 2022",3:25,,Full,CD Quality,https://pillows.su/f/84906a708649e3abd13466bed8a7512e
DS4EVER,"Future - FOR A NUT
(feat. Young Thug & Gunna) (prod. ATL Jacob)","Instrumental for Future - ""FOR A NUT"" featuring Young Thug and Gunna.",,"Jun 4, 2022",3:29,,Full,CD Quality,https://pillows.su/f/0b0309c8b190824918fe0c8fe2255e36
DS4EVER,"Internet Money - Lemonade
(feat. Don Toliver, Gunna & NAV) (prod. Nick Mira, Taz Taylor, Alec Wigdahl, E-Trou & Pharaoh Vice)","Instrumental for Internet Money - ""Lemonade"" featuring Don Toliver, Gunna, and NAV.",,"Aug 21, 2020",3:15,,Full,CD Quality,https://pillows.su/f/cc5e6f42b6038ec4589c5bb00706535b
DS4EVER,"Lil Tecca - REPEAT IT
(feat. Gunna) (prod. Taz Taylor, Nico Baran & Census)","Instrumental for Lil Tecca - ""REPEAT IT"" featuring Gunna.",,"Aug 10, 2021",2:25,,Full,CD Quality,https://pillows.su/f/f6fdd22597d39e3c44537704b3c5a394
DS4EVER,"Metro Boomin - All the Money
(feat. Gunna) (prod. Metro Boomin & DAVID x ELI)","Instrumental for Metro Boomin - ""All the Money"" featuring Gunna.",,"Dec 2, 2022",2:47,,Full,CD Quality,https://pillows.su/f/79f4a151fa3aa9a24b83fc67bc1cca60
DS4EVER,"Rita Ora, David Guetta, & Imanbek - Big
(feat. Gunna) (prod. David Guetta, Imanbek, William Spencer Bastian, Mike Hawkins, Toby Green & Sam Martin)","Instrumental for Rita Ora, David Guetta, & Imanbek - ""Big"" featuring Gunna.",,"Feb 15, 2021",2:36,,Full,CD Quality,https://pillows.su/f/6ffd24159bb9bbe9fd278dc34707efe1
Untitled (2022),"DJ Khaled - FAM GOOD, WE GOOD
(feat. Gunna & Roddy Ricch) (prod. DJ Khaled, STREETRUNNER, Mighty Max & Tarik Azzouz)","Instrumental for DJ Khaled - ""FAM GOOD, WE GOOD"" featuring Gunna and Roddy Ricch.",,"Sep 15, 2022",3:20,,Full,CD Quality,https://pillows.su/f/946fc90bfc89431f7ed601fb4fc83122
Untitled (2022),"Lil Durk - What Happened to Virgil
(feat. Gunna) (prod. Chopsquad DJ)","Instrumental for Lil Durk - ""What Happened to Virgil"" featuring Gunna.",,"Mar 13, 2022",4:51,,Full,CD Quality,https://pillows.su/f/798c7792df54602162b3afc640d087c2
Untitled (2022),"Pooh Shiesty - Certified
(feat. Gunna) (prod. Yung Lan & James Maddocks)","Instrumental for Pooh Shiesty - ""Certified"" featuring Gunna.",,"May 9, 2022",2:17,,Full,CD Quality,https://pillows.su/f/caf80d1894d3a1fc5ab1e9d38d958170
Untitled (2022),"Post Malone - I Cannot Be (A Sadder Song)
(feat. Gunna) (prod. Louis Bell & Taurus)","Instrumental for Post Malone - ""I Cannot Be (A Sadder Song)"" featuring Gunna.",,"Mar 13, 2022",2:51,,Full,CD Quality,https://pillows.su/f/bb6c717d81c026d2832857bf4b1aaad6
Untitled (2022),"Tay Keith - Lights Off
(feat. Gunna & Lil Durk) (prod. Tay Keith & Grayson Beats)","Instrumental for Tay Keith - ""Lights Off"" featuring Gunna & Lil Durk.",,"Apr 29, 2022",3:35,,Full,CD Quality,https://pillows.su/f/eca3a0b3dc6e55eba786ce563b6f4f23
a Gift & a Curse,"fukumean
(prod. Dunk Rock & Flo)","Instrumental for track 6 on a Gift & a Curse, ""fukumean"".",,"Jun 15, 2023",2:05,,Full,CD Quality,https://pillows.su/f/3ae8978527dbe5f1ce4350bd15b9d151
One of Wun,"whatsapp (wassam)
(prod. Turbo & EVERGRN)","Instrumental for track 4 on One of Wun, ""whatsapp (wassam)"".",,"May 7, 2024",2:28,,Full,CD Quality,https://pillows.su/f/a35e78ae9fd80c2c8d2926daae32191b
One of Wun,"IDK - TiFFANY
(feat. Gunna) (prod. Turbo, Kenny Stuntin, & EVERGRN)","Instrumental for IDK - ""TiFFANY"" featuring Gunna.",,"Jun 28, 2024",2:22,,Full,CD Quality,https://pillows.su/f/c0db6e17b1e7b898185a3a4ff2890ae6
One of Wun,"Normani - 1:59
(feat. Gunna) (prod. TBHits & LeatherJackettt)","Instrumental for Normani - ""1:59"" featuring Gunna.",,"May 4, 2024",3:12,,Full,CD Quality,https://pillows.su/f/fa4bc22474617181935e36a74216d3cc
One of Wun,"Sarz - Happiness
(feat. Asake & Gunna) (prod. Sarz)","Instrumental for Sarz - ""Happiness"" featuring Asake and Gunna.",,"Dec 12, 2023",2:53,,Full,CD Quality,https://pillows.su/f/75ab17203be5f8fa50fe9b1dd1db5d3e
One of Wun,"Tyla, Gunna, & Skillibeng - Jump
(prod. Sammy Soso)","Instrumental for Tyla, Gunna, & Skillibeng - ""Jump"".",,"May 9, 2024",2:27,,Full,CD Quality,https://pillows.su/f/ea8174413779aaa51989e1c8f39a693f
Collaboration with Offset,"Gunna & Offset - Style Rare
(prod. Nyrell)","Instrumental for Gunna & Offset - ""Style Rare"".",,"Jun 30, 2024",3:28,,Full,CD Quality,https://pillows.su/f/a06909879d03784c88d9607d794e450d
The Last Wun,"forever be mine
(feat. Wizkid) (prod. Turbo, EVRGRN, & Ayo Sim)","Instrumental for track 10 on The Last Wun, ""forever be mine"".",,"Aug 16, 2025",2:53,,Full,CD Quality,https://pillows.su/f/4ac81bed2be057d7aa28c66c30cf4c89
The Last Wun,"gp
(prod. Turbo & Omar Grand)","Instrumental for track 4 on The Last Wun, ""gp"".",,"Aug 9, 2025",1:32,,Full,Lossless,https://pillows.su/f/b38b585bd5881c1f65b38f14bd89d730
The Last Wun,"wgft
(feat. Burna Boy) (prod. Turbo & Shottie)","Instrumental for track 9 on The Last Wun, ""wgft"" featuring Burna Boy.",,"Sep 3, 2025",3:04,,Full,CD Quality,https://pillows.su/f/d234557ab24e4483a1c29dd8617dc519
The Last Wun,"won't stop
(prod. Turbo)","Instrumental for track 25 on The Last Wun, ""won't stop"".",,"Jun 15, 2025",3:01,70,Full,CD Quality,https://pillows.su/f/ff0c0210e604b4b7807711a0c1e5d1b7
The Last Wun,"Teni - Speed
(feat. Gunna) (prod. JaySynths)","Instrumental for Teni - ""Speed"" featuring Gunna.",,"Nov 20, 2025",2:54,,Full,CD Quality,https://pillows.su/f/40bb5d4e3d51cd28d584701661b01df6
The Last Wun,"Toosii - Champs Élysées
(feat. Gunna) (prod. Dson Beats, Vision EXE & Anthoine Walters)","Instrumental for Toosii - ""Champs Élysées"" featuring Gunna.",,"Sep 22, 2024",2:34,,Full,CD Quality,https://pillows.su/f/2c8da5c7b2d4304c2e33577c9a58fd84
The Last Wun,"Turbo - Classy Girl
(feat. Gunna) (prod. Turbo & Dr. Maestro)","Instrumental for Turbo - ""Classy Girl"" featuring Gunna.",,"Mar 9, 2025",2:53,,Full,CD Quality,https://pillows.su/f/36337be2af75baa2ac7d7f671552325b
