Era,Name,Notes,Length,File Date,Leak Date,Type,Available,Quality,Link(s)
Piss In The Wind,"Past Won't Leave My Bed [Mix 1 - 4]
(prod. Dan Farber)
(writ. Dan Farber, XAELO, P.J.A. Williams, fussy & Joji)",Past Won't Leave My Bed was mixed 4 other times by Jeff Ellis.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"Giveon - Piece of You [V1]
(prod. Ninetyfour, J.Sweet & Sevn Thomas)
aka. Piece of U","The track ""Piece of You"" was originally Giveon's, and was given to Joji for his album.",,,,OG,Confirmed,Unavailable,
Piss In The Wind,"Piece of You [V2]
(feat. Giveon*) (prod. Kenny Beats, Ninetyfour, J.Sweet & Sevn Thomas) (writ. Kenny Beats, Ninetyfour, J.Sweet, Sevn Thomas, Lily Kaplan, Joji & Giveon*)
aka. Piece of U","An earlier version was confirmed from the filename of the released mix,
but it's unknown if Version 1 is referring to Giveon's version or not.",,,,Demo,Confirmed,Unavailable,
Piss In The Wind,"Piece of You [Rough Mix]
(with. Giveon) (prod. Ninetyfour, J.Sweet & Sevn Thomas
& Kenny Beats) (writ. Giveon, Lily Kaplan & Joji)
aka. Piece of U","OG Filename: PieceOfU Bounce Ruff Mad - 9.26.2025.mp3
Mix of ""Piece of You"" by Joji's engineer Frankie Ramirez.
Leaked in the Joji Archive Discord by an anonymous user.",2:15,"Sep 26, 2025","Nov 5, 2025",Mix,Full,"High Quality
(128kbps)",Link
Piss In The Wind,"Piece of You [Mix 1 - 4]
(with. Giveon) (prod. Ninetyfour, J.Sweet & Sevn Thomas
& Kenny Beats) (writ. Giveon, Lily Kaplan & Joji)
aka. Piece of U",Piece of You was mixed 4 other times by Jeff Ellis.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"??? [V1]
(prod. Joji)
aka. PIXELATED KISSES","Instrumental version of ""PIXELATED KISSES"". Joji confirmed in an interview with Genius that he recorded the vocals for the song a day after making the instrumental.
In another interview with Hypebeast he stated he made the beat in around 30 minutes.",,,,Beat,Confirmed,Unavailable,Instrumental
Piss In The Wind,"PIXELATED KISSES [V2]
(prod. Joji) (writ. Joji)",It was also the last track Joji made for the album.,,,,Final Ver.,Confirmed,Unavailable,
Piss In The Wind,"PIXELATED KISSES [Final Mix]
(prod. Joji) (writ. Joji)",Unknown if Jeff Ellis mixed it before mastering it.,,,,Final Mix,Rumored,Unavailable,
Piss In The Wind,"Redeeming Qualities [OG]
(prod. Joji & rei brown) (writ. Joji & rei brown)","Registered on ASCAP before release without any mention of Corbin.
May have reference vocals from rei brown.",,,,Demo,Confirmed,Unavailable,ASCAP
Piss In The Wind,"Rose Colored [V1]
(prod. Isaac Sleator & Joji)",Version without West1ne's additional production exists.,,,,Beat,Confirmed,Unavailable,
Piss In The Wind,"Rose Colored* [V2]
(prod. Isaac Sleator, Joji & West1ne)","Partial OG Filename: joji nov beat 5_...
Partial Filename seen in an Instagram Story from West1ne. Likely for ""Rose Colored"".",,,,Beat,Confirmed,Unavailable,
Piss In The Wind,"🏆 Rose Colored [V3]
(prod. Isaac Sleator, Joji & West1ne)",Solo Version without Yeat exists.,,,,Demo,Confirmed,Unavailable,
Piss In The Wind,"Roxy Pt. 1*
aka. Sojourn Pt. 1*","Rumored Part One to ""Roxy Pt. 2 / Sojourn"".
Stems from the filename of the released mix.",,,,Rumor,Rumored,Unavailable,
Piss In The Wind,"Silhouette Man [Mix 1 - 3]
(prod. Isaac Sleator, Wonton)
(writ. Joji, Isaac Sleator & John Durham)
aka. Sneaky (Nothing Left)",Silhouette Man was mixed 3 other times by Jeff Ellis.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"Sojourn [Mix 1 - 5]
(prod. Dylan Brady & Kenny Beats)
(writ. Dylan Brady, Joji & Kenny Beats)
aka. Roxy Pt. 2",Sojourn was mixed 5 other times by Jeff Ellis.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"Strange Home [V1]
(prod. Joji & Isaac Sleator)",2 other masters/versions of Strange Home exist.,,,,Demo,Confirmed,Unavailable,
Piss In The Wind,"Strange Home [V2]
(prod. Joji & Isaac Sleator)",2 other masters/versions of Strange Home exist.,,,,Demo,Confirmed,Unavailable,
Piss In The Wind,"Tarmac [Mix 1 - 3]
(prod. Isaac Sleator & Wonton)
(writ. Joji, Isaac Sleator & John Durham)
aka. Halsey Sex",Tarmac was mixed 3 other times by Jeff Ellis.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"🏆 ???
(prod. Isaac Sleator & Joji*)
aka. Wake Up*, Strange Home*","Instrumental version that was previewed by Joji's engineer Frankie on Instagram 
on March 8th, 2023, and it has a lot of added synths and crazy production quality.",2:42*,,"Mar 8, 2023",Beat,Partial,Recording,Snippet
Piss In The Wind,"???
aka. Beat 1","The original filename / codename for ""DYKILY / 
DON'T YOU KNOW I LOVE YOU"" was ""Beat 2"".",,,,Beat,Rumored,Unavailable,
Piss In The Wind,???,"""Rose Colored"" wasn't originally included in the tracklist of the album,
meaning it's possible that another track was planned for the album.",,,,Rumor,Rumored,Unavailable,
Piss In The Wind,[Rumored Getter Collaboration],Joji was seen in the studio together with Getter and Yung Gravy in an Instagram Story.,,2025,"Oct 1, 2025",Unknown,Rumored,Unavailable,Instagram Story
Piss In The Wind,[Rumored Yung Gravy Collaboration],Joji was seen in the studio together with Getter and Yung Gravy in an Instagram Story.,,2025,"Oct 1, 2025",Unknown,Rumored,Unavailable,Instagram Story
Piss In The Wind,[Unknown 2023 - 2025 Songs],Joji stated he made a lot of music in the background during his hiatus.,,,,Unknown,Confirmed,Unavailable,Interview
Piss In The Wind,"Orin - Train Back Home [V1]
(prod. Orin)
aka. Back Home","OG Filename: ORIN_TRAINBACKHOME_131BPM.mp3
Instrumental demo for ""Back Home"". Originally titled ""Train Back Home""
Previewed by the producer Orin on May 2nd, 2026. Roughly 3 minutes long.",,"Aug 25, 2025","May 2, 2026",Beat,Snippet,High Quality,Snippet
Piss In The Wind,"Yeat - Back Home [V2-V?]
(prod. Synthetic, Orin & Gleero)
aka. Train Back Home","Folder Name: (YEAT) BACKHOME 114 SYNTHETIC ORIN GLEERO
Folder name seen on an live stream from the producer Orin.
Lucid isn't credited on this version for production on this version.",,2025 / 2026,,Demo,Confirmed,Unavailable,
Piss In The Wind,"Past Won't Leave My Bed [V5]
(prod. Dan Farber) (writ. Dan Farber, Joji, XAELO, P.J.A. Williams & fussy)","Joji's engineer stated on Instagram that ""Past Won't Leave My Bed"" and
""If It Only Gets Better"" were recorded in the same session together.
Frankie also said ""mfs were getting so cooked working on this sad ass song every day"".",,,"Nov 8, 2025",Demo,Confirmed,Unavailable,Instagram Post
Piss In The Wind,"If It Only Gets Better [OG]
(prod. Wonton) (writ. Joji & John Durham)","Joji's engineer stated on Instagram that ""Past Won't Leave My Bed"" and
""If It Only Gets Better"" were recorded in the same session together.",,,"Nov 8, 2025",OG,Confirmed,Unavailable,Instagram Post
"4 Full
0 Tagged
0 Partial
2 Snippet
2 Unavailable",SOLARIS,"(06/16/2026) (SOLARIS Tour begins)
(11/29/2026) (SOLARIS Tour ends)",,,,,,,
SOLARIS,Ew x Sojourn [Mashup],"OG Filename: Ew + Sojourn.wav
Mashup used in a SOLARIS tour promotional video. Previewed
on March 17th, 2026. A full length mashup wasn't made though.",0:36,,"Jun 16, 2026",Mashup,OG File,"Lossless
(1411kb/s)",Link
SOLARIS,Dissolve x Hotel California [Mashup],"OG Filename: Dissolve + Hotel California.wav
Mashup used in a SOLARIS tour promotional video. Previewed
on May 20th, 2026. A full length mashup wasn't made though.",0:36,,"Jun 16, 2026",Mashup,OG File,"Lossless
(1411kb/s)",Link
SOLARIS,Glimpse of Us x PIXELATED KISSES [Mashup],"OG Filename: Glimpse of Us + PIXELATED KISSES.wav
Mashup used in a SOLARIS tour promotional video. Previewed
on March 6th, 2026. A full length mashup wasn't made though.",0:33,,"Jun 16, 2026",Mashup,OG File,"Lossless
(1411kb/s)",
SOLARIS,"PIXELATED KISSES [Live Version]
(prod. Joji, Joshua Snow, Gator, The Bear)","Live Version of ""PIXELATED KISSES"".
First Performed at the Prudential Center in Newark, NJ.",,,"Jun 16, 2026",Live Ver.,Full,Recording,
SOLARIS,"PIXELATED KISSES [Slowed]
(prod. Joji) (writ. Joji)","Slowed Version of ""PIXELATED KISSES"" from a SOLARIS tour teaser.",0:50*,,"Jun 2, 2026",Slowed Ver.,Snippet,High Quality,Snippet
SOLARIS,SLOW DANCING IN THE DARK [SOLARIS Ver.],"OG Snippet Filename: Finale.wav
Snippet of the Live SOLARIS Version of ""SLOW DANCING IN THE DARK"".",0:30,,"Jun 16, 2026",Live Ver.,Snippet,"Lossless
(1411kb/s)",
SOLARIS,[Rumored Nate Sib Collaboration],Nate Sib is planned to tour along with Joji on the upcoming SOLARIS tour.,,,,Rumor,Rumored,Unavailable,
SOLARIS,[Rumored Tommy Richman Collaboration],"Tommy Richman is planned to tour along with Joji on the upcoming SOLARIS tour.
Tommy was also as a guest for ""THE CLANK OFF"" live event, alongside Rich Brian.",,,,Rumor,Rumored,Unavailable,
,,PLUMMCORP Tracker,,,,,,,
,,Pink Guy Tracker,,,,,,,
