Era,Name,Notes,Length,File Date,Leak Date,Type,Available,Quality,Link(s)
In Tongues,"Will He [V2] [Master]
(prod. West1ne & Joji)
aka. Will He?","OG Filename: joji - Will He (Clean).wav
Master of the Clean Mix of ""Will He"".",3:22,"Aug 21, 2017","Dec 24, 2025",Master,OG File,Lossless,Link
In Tongues,"Bitter Fuck [V4] [Master]
(prod. Joji)
aka. Bitter","OG Filename: joji - Bitter Fuck (Clean).wav
Master of the Clean Mix of ""Bitter Fuck"".",2:34,"Aug 31, 2017","Dec 24, 2025",Master,OG File,Lossless,Link
Nectar,"WHIPPED CREAM - ??? [V1]
(prod. WHIPPED CREAM)
aka. Sunday","OG Filename: FOR JOJI V1.m4a
OG Filename (Metadata): FOR JOJI V1
Original Beat that was used in ""Sunday"".",3:30,"Jun 4, 2020","Dec 24, 2025",Beat,OG File,"High Quality
(259kbps)",Link
In Tongues,"Wonderwall [V1]
(prod. Joji & MISOGI)","Instrumental Version of ""Wonderwall"" with production from MISOGI.
This version has a longer run time but doesn't have drums from Joji.",2:14,2017,"Dec 24, 2025",OG,OG File,"Lossless
(2822kbps)",Link
Piss In The Wind,"rei brown - Redeeming Qualities
(feat. Joji) (writ. rei brown & Joji)","A song that was found in the SESAC & ASCAP Repertories under Rei Brown's Publisher.
Joji is listed as both a writer and performer on the song. It's possible this is the song that resulted from the rumoured collaboration in 2023.",,,"Dec 23, 2025",Feature,Confirmed,Unavailable,ASCAP Entry
Piss In The Wind,"✨ Last Of A Dying Breed [Teaser]
(prod. Joji)","OG Filename: joji.mp3
Teaser snippet uploaded to a floppy disk that was sent to fans who bought merch.
Encoded in GarageBand 10.4.6, so it's likely a bounce that came straight from Joji.",0:45*,"Nov 25, 2025","Dec 12, 2025",Teaser,OG File,"Low Quality
(64kbps)",Snippet
SMITHEREENS,"✨ Alexis Kesselman - Glimpse of Us [V7]
(prod. Connor McDonough)
aka. Glimpse","OG Filename: Glimpse Of Us_FemaleDemo.mp3
Riley McDonough's version of ""Glimpse of Us"" with changed lyrics and other ideas.",4:00,,"Dec 4, 2025",Reference,OG File,"High Quality
(256kbps)",Link
Piss In The Wind,"Fade to Black [V3]
(feat. 4batz) (prod. Joji & Isaac Sleator)
(writ. Joji, Isaac Sleator & 4batz)","OG Filename: Fade To Black - 10.04.2025.mp3
Version that seemingly has mixing differences. Leaked in the Joji Archive Discord by
an anonymous user. Later surfaced in a higher quality on LEAKED.CX by another user.",1:15,"Oct 4, 2025","Nov 5, 2025",Demo,Full,"High Quality
(160kbps)",Link
Piss In The Wind,"Piece of You [V2]
(feat. Giveon) (prod. Kenny Beats, Ninetyfour, J.Sweet & Sevn Thomas) (writ. Kenny Beats, Ninetyfour, J.Sweet,
Sevn Thomas, Lily Kaplan, Joji & Giveon)","OG Filename: PieceOfU Bounce Ruff Mad - 9.26.2025.mp3
Version that seemingly has mixing differences.
Leaked in the Joji Archive Discord by an anonymous user.",2:15,"Sep 26, 2025","Nov 5, 2025",Demo,Full,"High Quality
(128kbps)",Link
Nectar,"⭐️ Motorcycle [V4]
(prod. Clams Casino)
aka. Long Rides, NITROUS","OG Filename: Motorcycle - Joji.Clams - FR Ruff 3 (05.15.20).wav
Demo with different lyrics and an extended outro. Joji also sings
the chorus to ""CAN'T GET OVER YOU"" at the end before the outro.",2:56,"May 15, 2020","Oct 4, 2025",Demo,OG File,Lossless,Link
Nectar,"Penecillin [V1]
aka. Penicillin*, Spinning*","OG Filename: Joji Penecillin Rough (04.02.19).aif
Earlier bounce with rougher mixing. Dated April 2nd, 2019.",1:56,"Apr 2, 2019","Aug 31, 2025",Demo,OG File,Lossless,Link
Nectar,"Upgrade [V1]
(prod. Tobias Karlsson, Rickard Göransson, James Ghaleb)","OG Filename: Joji - Upgrade - Acoustic MX1 Bounce.mp3
Acoustic bounce without any drums. Sourced from DBREE so not entirely trustworthy.",1:30,"Apr 16, 2020","May 14, 2025",Demo,OG File,CD Quality,Link
Nectar,"Upgrade [V2]
(prod. Tobias Karlsson, Rickard Göransson, James Ghaleb)","OG Filename: Joji - Upgrade - Acoustic MX2 Bounce.mp3
Acoustic bounce without any drums. Sourced from DBREE so not entirely trustworthy.
This version adds back one of the kick tracks and it has a very slightly different mix.",1:30,"Apr 16, 2020","May 14, 2025",Demo,OG File,CD Quality,Link
BALLADS 1,"⭐️ PnB Rock - Anything [V2]
(feat. Joji)
aka. I Miss Everything*","OG Filename: Anything - PnbRock.Joji - FR Rough Mix 1
A song by PnB Rock that has a verse from Joji. It's unclear
if this version came before or after the solo version.",3:32,2018,"Feb 27, 2025",Feature,Full,CD Quality,Link
Head In The Clouds,"⭐️ Head In The Clouds [V4]
(prod. AUGUST 08 & The Roommates)","OG Filename: HeadInTheClouds - Joji.August08 - V2- FR MIX 3
Previewed at the end of the 88rising YouTube video ""yeah right, she don’t care if i die"" that was uploaded on May 14th, 2018. This version has stripped back instrumental.",2:32,2018,"Feb 27, 2025",Demo,Full,CD Quality,Link
Nectar,"Like It [ALT File]
(prod. Digi)","OG Filename: Like It - Joji - FR Rough Mix 1.1 - No Melodyne
An alternate file for the song above. The aren't any differences.",2:22,"Aug 18, 2020","Feb 27, 2025",Throwaway,OG File,High Quality,Link
Head In The Clouds,"Midsummer Madness [V8]
(prod. AUGUST 08 & Rich Brian)","OG Filename: MidsummerMadness - Joji.August.Brian.KnoKno - FR Rough Mix 8
Another mix with more background vocals and different vocal takes from Rich Brian.",4:52,2018,"Feb 27, 2025",Demo,Full,CD Quality,Link
BALLADS 1,"⭐️ SING [V2]
(prod. Joji)
aka. CAN YOU HEAR ME*","OG Filename: JOJI SING - Joji - FR RUFF 2
Previewed on the ""LOST BALLADS"" VHS tape, which was also released on Joji's YouTube channel on April 16th, 2019. Seemingly uses / samples pitched down vocals from either Ski Mask the Slump God or Smokepurpp. It's currently unclear who it is.",1:32,,"Feb 27, 2025",Throwaway,Full,CD Quality,Link
BALLADS 1,"YEAH RIGHT [V2]
(prod. Joji)
aka. Yea Right","OG Filename: Yea Right Master Joji
An early master for ""YEAH RIGHT"". Heavier bass at the beginning of the second verse.",2:53,2018,"Feb 27, 2025",Demo,Full,CD Quality,Link
BALLADS 1,"YEAH RIGHT [V3]
(prod. Joji)
aka. Yea Right","OG Filename: Yea Right Master Joji - FR MASTER 1
An early master for ""YEAH RIGHT"". There aren't any differences besides mixing.",2:59,2018,"Feb 27, 2025",Demo,Full,CD Quality,Link
BALLADS 1,"YEAH RIGHT [V4]
(prod. Joji)
aka. Yea Right","OG Filename: Yea Right Master Joji - FR MASTER DANGEROUS
An early master for ""YEAH RIGHT"". There aren't any differences besides mixing.",2:59,2018,"Feb 27, 2025",Demo,Full,CD Quality,Link
SMITHEREENS,"⭐️ Lil Yachty - Thune [V5]
(feat. Joji) (prod. Diplo*)","OG Filename: thune__MIX BUSS-St.wav
Another mix with a new fade in intro from the ProTools stems. It has 37 seconds of silence at the end for some reason. This version has the best mixing, and it's lossless.",3:43,"Nov 3, 2021","Jan 3, 2025",Feature,OG File,Lossless,Link
BALLADS 1,"⭐️ FUCK THE CLUB [V2]
(prod. Joji)
aka. FTC","OG Filename: Fuck The Club - Joji - FR Ruff
An earlier version with different lyrics and an unused background vocal. Instead of the line ""I'd rather be next to you"" it's entirely different. The chords in the second half of the instrumental are also different. This file has a higher quality than the file from above.",2:51,2018,"Jan 3, 2025",Demo,Full,High Quality,Link
Head In The Clouds,"Midsummer Madness [V6]
(prod. AUGUST 08 & Rich Brian)","OG Filename: Midsummer Madness BP10
Practically the same as the version above, just without the extra vocals from Rich Brian.",,2018,"Jan 3, 2025",Demo,Full,CD Quality,Link
Head In The Clouds,"Midsummer Madness [V4]
(prod. AUGUST 08 & Rich Brian)","OG Filename: 3.19.18 - FR RUFF 2
An early version with a Rich Brian mumble verse, his verse was also meant to be longer.
Joji's chorus is also used as an outro for the song, going over the background harmony that was done by NIKI. There's also almost a full minute of silence at the end as well.",,"Mar 19, 2018","Jan 3, 2025",Demo,Full,CD Quality,Link
Nectar,"⭐️ Afterthought [OG]
(with BENEE) (prod. Isaac Sleator & Joji*)","An early version that was first heard in a leaked Discord Call with skyupsahl.
This version still features BENEE, and has an extra adlib from her on Joji's verse.
It's currently unknown if Joji had any involvement in production on this version.",3:24,"Aug 17, 2020","Oct 29, 2024",Demo,Full,High Quality,Link
SMITHEREENS,"Connor McDonough - Glimpse of Us [V6]
(prod. Connor McDonough)
aka. Glimpse","Connor McDonough's version of ""Glimpse of Us"" with changed lyrics and more ideas.",4:00,,"Oct 27, 2024",Reference,Full,High Quality,Link
Nectar,"Swayd
aka. I Fucked Up*","A long mumble demo that was first heard in a leaked Discord Call with skyupsahl.
Some of the metadata was tampered with, but it is the original export / file.",4:30,,"Sep 21, 2024",Demo,OG File,High Quality,Link
Nectar,Tops Chuey,"Another mumble demo. I don't really know what else I can even say here lol.
Some of the metadata was tampered with, but it is the original export / file.",3:31,,"Sep 21, 2024",Demo,OG File,CD Quality,Link
Head In The Clouds II,"Skeletons [V2]
(prod. Diplo)","Possible OG Filename: Skeletons - Ref 2 (11.02.18)
A mumble reference from Joji. This version is longer than AUGUST 08's reference.
Some of the metadata was tampered with, but it is the original export / file.",1:50,"Nov 2, 2018","Sep 21, 2024",Demo,OG File,CD Quality,Link
Head In The Clouds II,"Victor Sesh [V1]
(prod. Diplo)
aka. Victor","Possible OG Filename: Victor Sesh - Ref 1 (11.02.18)
A mumble reference from Joji. This version is much longer than the other reference.
Some of the metadata was tampered with, but it is the original export / file.",3:13,"Nov 2, 2018","Sep 21, 2024",Demo,OG File,CD Quality,Link
Head In The Clouds II,"Who Made You [V1]
(prod. Diplo)","Possible OG Filename: Who Made You - Ref 1 (11.02.18)
A mumble reference from Joji. It's a little bit longer than AUGUST 08's reference.
Some of the metadata was tampered with, but it is the original export / file.",1:09,"Nov 2, 2018","Sep 21, 2024",Demo,OG File,CD Quality,Link
Nectar,"Long Rides [OG]
(ref. ???) (prod. Clams Casino*)
aka. NITROUS","A very early version of ""NITROUS"" with different production, mumbled vocals, and an unknown artist's mumbled vocals. You can make out some words used in ""NITROUS"".
Some of the metadata was tampered with, but it is the original export / file.",3:05,,"Sep 21, 2024",Demo,OG File,CD Quality,Link
Nectar,"⭐️ Penecillin
aka. Penicillin*, Spinning*","Possible OG Filename: Joji Penecillin - FR Ruff - 04.19.19
A throwaway from early Nectar sessions, heard in a leaked Discord Call with skyupsahl.
It's incorrectly spelled, and is even copywritten with the spelling error, for some reason.
It was groupbought for $500 in a blind buy, when the buy was supposedly for the remix of ""Human Nature"" by Sevdaliza, but this was probably false information from ung bar.
The file was exported through FL Studio before surfacing, meaning it's not an OG File.",1:56,"Apr 19, 2019","Sep 20, 2024",Throwaway,Full,CD Quality,Link
Nectar,"Gates to the Sun [OG]
(prod. STINT & Spencer Stewart)","An early version first heard in a leaked Discord Call with skyupsahl. This version doesn't have vocals from SahBabii, and has new lines from Joji. Forceleaked some years later.",2:22,,"Aug 31, 2024",Demo,OG File,High Quality,Link
In Tongues,"Will He (Ryan Jacob Remix)
(prod. Ryan Jacob)","A remix of ""Will He"" by Ryan Jacob that was intended for the deluxe but went unused.",,,"Aug 25, 2024",Remix,Snippet,High Quality,Snippet
SMITHEREENS,"Suburban Plaza - Feeling Like the End [V3]
(prod. Suburban Plaza, Tim Randolph & Whethan)
aka. Feeling Like The End","OG Filename: Feeling-Like-the-End-2-(Tim-Randolph-x-Plaza-x-Whethan)
A reference track by Suburban Plaza for ""Feeling Like The End"". This version has a lot of different lyrics and very different production from Suburban Plaza that went unused.",3:50,,"Jul 16, 2024",Reference,OG File,High Quality,Link
SMITHEREENS,"Kacy Hill - Didn't Even Feel It [V1]
(ref. Kacy Hill)","OG Filename: big mama for joji.aif
A reference acapella for another version of Kacy Hill's verse / reference. ",0:45,,"Jul 4, 2024",Reference,OG File,Lossless,Link
SMITHEREENS,"Didn't Even Feel It [V2]
(ref. Kacy Hill) (prod. Joji*)","OG Filename: JOJI - Melody Idea 1.mp3
A song with reference vocals from Kacy Hill and an obnoxious tag over Joji's vocals, repeatedly saying ""Version 2"". It uses the instrumental from the ""Gimme Love"" music video teaser on Joji’s Facebook account, so it's possible versions from Nectar exist.
It's cut short since Kacy Hill only needs this part of the song to record over the beat.",1:14,2021,"Jul 4, 2024",Reference,Tagged,High Quality,Link
SMITHEREENS,"Sam Dew - Before The Day Is Over [V1]
(prod. Justin Parker)","OG Filename: before the day is over 1.1 lim.mp3
Sam Dew's version of ""Before The Day Is Over"" before it was eventually sent to Joji.
This version is more like the released version, but still has a few lyric differences.",3:55,"Aug 1, 2017","Jun 12, 2024",Reference,OG File,CD Quality,Link
Nectar,"Daniel Wilson - Run [V2]
(prod. Joji* & Justin Parker)","OG Filename: run 1.2 LIM.mp3
Daniel Wilson's version of ""Run"" that has a few lyric differences and differences in production. It's currently unknown if Joji had any involvement in production yet.",3:21,"Oct 24, 2018","Jun 12, 2024",Reference,OG File,CD Quality,Link
SMITHEREENS,"Sam Dew - Before The Day Is Over [V2]
(ref. Sam Dew) (prod. Justin Parker)","OG Filename: before the day is over 2.3 joji stems M.mp3
A reference track by Sam Dew for ""Before The Day Is Over"" with a few lyric differences. This version also has a completely different ending with added guitar and added kicks.",4:12,"Feb 11, 2022","Jun 11, 2024",Reference,OG File,CD Quality,Link
SMITHEREENS,"Sam Dew - Before The Day Is Over [V3]
(ref. Sam Dew) (prod. Justin Parker)","OG Filename: before the day is over 3.0 LIM joji.mp3
A reference track by Sam Dew for ""Before The Day Is Over"" with a few lyric differences. This version adds reverb to the piano stem for some reason, which sounds pretty bad.",4:12,"Mar 12, 2022","Jun 11, 2024",Reference,OG File,CD Quality,Link
Nectar,"⭐️ Like You Do [V5]
(prod. Josh Taffel, Linden Jay & Kurtis McKenzie)
aka. Keep Me Sleeping","An early version with different lyrics, added jazz drums, and louder bass. A line from this version was seen on a now-deleted AMBUSHED.TV webpage for a visualizer proposal.
It was intended to be groupbought but it was forceleaked. The file has a lot of static.",4:23,"Apr 24, 2020","Jun 10, 2024",Demo,Full,Lossless,Link
Nectar,"Do You Like It?
(prod. Joji*)
aka. Do Do Do*","First heard in a leaked Discord Call with skyupsahl and was groupbought for $275.
It's an open verse demo featuring a piano and a violin solo, along with a beat switch.
Possibly meant for someone that Joji wanted to show it to and see if they liked it.",2:14,,"May 12, 2024",Demo,OG File,CD Quality,Link
Nectar,"Will Smith '99 [V5]
(prod. STINT)
aka. MODUS","Possible OG Filename: Will Smith '99 - FR Ruff 5
An earlier version of ""MODUS"" which has various differences in production and mixing.",3:27,2019,"May 8, 2024",Demo,Full,CD Quality,Link
Head In The Clouds II,"⭐️ Need Is Your Love [OG]
(prod. G Koop, 1Mind & Reske)","A early version without vocals from GENERATIONS from EXILE TRIBE.
This version has a more stripped back instrumental and more lyrics from Joji.
Some of the metadata was tampered with, but it is the original export / file.",3:18,,"May 7, 2024",Demo,OG File,CD Quality,Link
Head In The Clouds II,"Victor Sesh [V2]
(prod. Diplo)
aka. Victor","OG Filename: Victor Sesh - Ref 2 (11.02.18)
A mumble reference from Joji. This version is much shorter than the other reference.",2:18,"Nov 2, 2018","Apr 13, 2024",Demo,Full,CD Quality,Link
Head In The Clouds II,"AUGUST 08 - Who Made You [V2]
(prod. Diplo)","OG Filename: Who Made You - Ref 2 (11.02.18)
A mumble reference from AUGUST 08 that has lyrics between some of the mumbling.",0:57,"Nov 2, 2018","Apr 13, 2024",Demo,Full,CD Quality,Link
Head In The Clouds II,"AUGUST 08 - Skeletons [V3]
(prod. Diplo)","OG Filename: Skeletons - Ref 3 (11.02.18)
A mumble reference from AUGUST 08 that has lyrics between some of the mumbling.",1:16,"Nov 2, 2018","Mar 30, 2024",Demo,Full,CD Quality,Link
BALLADS 1,"⭐️ TRIPPIE
(prod. Joji)","OG Filename: TRIPPIE (ROUGH BEAT & VOX)
A very rough open verse demo that might have been intended for Trippie Redd.
It was privately uploaded onto Joji's SoundCloud account on February 26th, 2018.",3:28,,"Mar 4, 2024",Demo,Full,High Quality,Link
In Tongues,"angry ass beat go hard for 1 minute
(prod. Joji)","An angry ass beat that goes hard for approximately 1 minute.
It was privately uploaded onto Joji's SoundCloud account on May 31st, 2017.",1:02,,"Mar 4, 2024",Beat,Full,High Quality,Link
Chloe Burbank Volume 1 [V2],"amazonian pet [V1]
(prod. Joji)
aka. Amazonian Pet","A slowed down version of ""Amazonian Pet"" which released on the Lost Instruments EP.
This was going to be the version that Joji was originally going to release at some point.
It was privately uploaded onto Joji's SoundCloud account on January 27th, 2016.",1:30,,"Mar 4, 2024",Demo,Full,High Quality,Link
Chloe Burbank Volume 1 [V2],"⭐️ beat 4 rent [V1]
(prod. Joji)
aka. Ears Bleed","A once privated beat on Joji’s SoundCloud account, shown in a post on his Instagram.
It was privately uploaded onto Joji's SoundCloud account on February 5th, 2016.",0:37,,"Mar 4, 2024",Beat,Full,High Quality,Link
Chloe Burbank Volume 1 [V2],"Ears Bleed [V2]
(prod. Joji)
aka. beat 4 rent","OG Filename: Ears Bleed Bass TRAP ENHANCED - 2/5/16, 4.07 PM
This version adds chain sounds and has different mixing compared to earlier versions.
It was privately uploaded onto Joji's SoundCloud account on February 5th, 2016.",0:37,"Feb 5, 2016","Mar 4, 2024",Beat,Full,High Quality,Link
Chloe Burbank Volume 1 [V2],"Ears Bleed [V3]
(prod. Joji)
aka. beat 4 rent","OG Filename: Ears Bleed KICK LOWERED - 2/5/16, 5.13 PM
This version's only difference is different mixing compared to earlier versions.
It was privately uploaded onto Joji's SoundCloud account on February 5th, 2016.",0:37,"Feb 5, 2016","Mar 4, 2024",Beat,Full,High Quality,Link
Chloe Burbank Volume 1 [V2],"⭐️ Ears Bleed [V4]
(prod. Joji)
aka. beat 4 rent","OG Filename: Ears Bleed KICK LOWERED - 2/6/16, 8.29 PM
This version has different mixing and an added harmony that was used in ""IDFLKMST"".
It was privately uploaded onto Joji's SoundCloud account on February 7th, 2016.",0:37,"Feb 6, 2016","Mar 4, 2024",Beat,Full,High Quality,Link
Chloe Burbank Volume 1 [V2],"im weird [V1]
(prod. Joji)
aka. int","OG Filename: int - 9/29/16, 12.58 AM
A ukulele trap beat with an audio clip of Joji telling an intercom to shut the fuck up.
It was privately uploaded onto Joji's SoundCloud account on September 29th, 2016.",0:59,"Sep 29, 2016","Mar 4, 2024",Demo,Full,High Quality,Link
Chloe Burbank Volume 1 [V2],"im weird [V2]
(prod. Joji)
aka. im weird 2, int","OG Filename: im weird 2
A ukulele trap beat with an audio clip of Joji telling an intercom to shut the fuck up.
This version's only difference is different mixing compared to the previous version. 
It was privately uploaded onto Joji's SoundCloud account on October 1st, 2016.",0:59,,"Mar 4, 2024",Throwaway,Full,High Quality,Link
Chloe Burbank Volume 1 [V2],"🏆 Miles [V3]
(prod. Joji)
aka. Miles Experiment3, Am I High? No*","OG Filename: Miles Experiment2 - 5/3/16, 11.43 PM
A once an unknown beat that was previewed on Joji’s Vine account sometime in 2016.
This version has the same audio clip used in ""WORLD$TAR MONEY"" but pitched down.
It was privately uploaded onto Joji's SoundCloud account on May 6th, 2016.",1:01,"May 3, 2016","Mar 4, 2024",Demo,Full,High Quality,Link
Chloe Burbank Volume 1 [V2],"⭐️ Rajvi [V3]
(prod. Joji* & rei brown)","OG Filename: Rajvi - 4/25/16, 11.45 PM
An open verse demo with production from rei brown as seen in a Vine from Joji.
It was also previewed in a clip with rei brown in jojivlogs 7 on August 6th, 2014.
Thought to be for Green Echo, but it has Chloe Burbank cover art on SoundCloud.
It was privately uploaded onto Joji's SoundCloud account on April 26th, 2016.",2:09,"Apr 25, 2016","Mar 4, 2024",Throwaway,Full,High Quality,Link
Chloe Burbank Volume 1 [V2],"128 [V1]
(prod. Joji)
aka. Antidote Pt. 2, SAD TRAVIS PT.2, Window Pt. 2","OG Filename: 128a
A scrapped part two to ""Antidote"" which also shares a line from ""rain on me"".
This version's only difference is different mixing compared to the later versions. 
It was privately uploaded onto Joji's SoundCloud account on August 26th, 2016.",2:24,,"Mar 4, 2024",Demo,Full,High Quality,Link
Chloe Burbank Volume 1 [V2],"⭐️ SAD TRAVIS PT.2 [V2]
(prod. Joji)
aka. 128, Antidote Pt. 2, Window Pt. 2","OG Filename: SAD TRAVIS PT.2 - 8/26/16, 4.20 PM.mp3
A scrapped part two to ""Antidote"" which also shares a line from ""rain on me"".
This version's only difference is different mixing compared to the previous version.
It was privately uploaded onto Joji's SoundCloud account on August 26th, 2016.",2:24,"Aug 26, 2016","Mar 4, 2024",Demo,OG File,High Quality,Link
Chloe Burbank Volume 1 [V2],"SAD TRAVIS PT.2 [V3]
(prod. Joji)
aka. 128, Antidote Pt. 2, Window Pt. 2","OG Filename: SAD TRAVIS PT.2 - 8/27/16, 3.04 PM
A scrapped part two to ""Antidote"" which also shares a line from ""rain on me"".
This version's only difference is a missing background vocal and different mixing.
It was privately uploaded onto Joji's SoundCloud account on August 27th, 2016.",2:24,"Aug 27, 2016","Mar 4, 2024",Demo,Full,High Quality,Link
Nectar,"⭐️ Run [V4]
(prod. Joji & Justin Parker)","OG Filename: run 1.4.1 LIM.mp3
An early version of ""Run"" with more harmonies and a rougher mix on the chorus.
This version also doesn't have the guitar solo at the end that was by Jaco Caraco.
Joji said he had no involvement in the version with the guitar solo in The Extravaganza.",3:23,"Nov 20, 2019","Mar 3, 2024",Demo,OG File,CD Quality,Link
Nectar,"Run [V5]
(prod. Joji & Justin Parker)","OG Filename: run 1.4.2-LIM.mp3
An early version of ""Run"" with more harmonies and a rougher mix on the chorus.
This version also doesn't have the guitar solo at the end that was by Jaco Caraco.
Joji said he had no involvement in the version with the guitar solo in The Extravaganza.",3:23,"Nov 21, 2019","Mar 3, 2024",Demo,OG File,CD Quality,Link
Nectar,"⭐️ Three Points Back To You
aka. Three Points, Love Songs*",First heard in a leaked Discord Call with skyupsahl. It was forceleaked some years later.,3:23,,"Feb 28, 2024",Throwaway,Full,CD Quality,Link
BALLADS 1,"RUN LIKE HELL
(prod. Jam City & Joji*)","OG Filename: run like hell joji jam city.wav
A scrapped throwaway with very mumbled lyrics and production from Jam City, who also produced ""NO FUN"", which means it's possible that it's from the same session.",3:39,,"Feb 28, 2024",Demo,Full,Lossless,Link
Nectar,"Sanctuary [V8]
(prod. Justin Raisen)","OG Filename: Sanctuary - Joji - FR Ruff Mix 8.1.wav
An early mix exported from the session files. It has a very strange vocal mix. However, this could be the result of missing plugins when exporting from the ProTools session.
It's not an official bounce, so it's not technically a demo, just made from the session.",2:58,"Apr 11, 2019","Feb 20, 2024",Demo,Full,Lossless,Link
Nectar,"⭐️ Sunday
(prod. Joji*)
aka. Do Or Die*, Party*","First heard in a leaked Discord Call with skyupsahl and forceleaked years later. The file was tagged for sample clearance, and it has 22 seconds of silence at the end for some reason. The file was also encoded in GarageBand, so it was possibly produced by Joji.",1:07,,"Jan 28, 2024",Demo,Tagged,High Quality,Link
Head In The Clouds II,"⭐️ Lovin' You
(ref. ???) (prod. Diplo)","OG Filename: Lovin' You (11.02.18)
Originally thought to be from the Chloe Burbank era, however this wasn't the case.
It has a chorus and mumble from Joji along with mumble from an unknown artist.",1:16,"Nov 2, 2018","Jan 28, 2024",Demo,Full,CD Quality,Link
BALLADS 1,"⭐️ GOD WANNA KILL ME
(prod. Joji)","OG Filename: god wanna kill me.wav
Thought to be from the Chloe Burbank era, however this wasn't the case.
It's somewhat sweet-sounding with a guitar instrumental and a beat switch at the end. It also reuses or shares the ""Please don't kill me god"" line with ""I'LL SEE YOU IN 40"".
The original ProTools export for the song was leaked on February 27th, 2025.",1:11,"Sep 3, 2018","Jan 28, 2024",Demo,OG File,Lossless,Link
SMITHEREENS,⭐️ BAD FEELINGS,A song that was scrapped from the SMITHEREENS project as it probably didn't fit the project's vision. It has a rap-like verse with some words being in spanish. Forceleaked.,2:48,2022,"Jan 26, 2024",Throwaway,OG File,CD Quality,Link
SMITHEREENS,"Untitled
(prod. Joel Little*)","OG Filename: JOJI Untitled
An untitled mumble demo from SMITHEREENS. Not one word is said throughout the demo but it has good production and a good flow. Possibly produced by Joel Little.",3:09,,"Jan 26, 2024",Demo,Full,High Quality,Link
Nectar,"⭐️ Casser
(prod. Joji)
aka. I Don't Feel Like Killing Myself Today, What About Us?*","A compilation song with ""I Don't Feel Like Killing Myself Today"" & ""What About Us?"".
A lossless file was leaked on February 27th, 2025.",3:14,2019 / 2020,"Jan 26, 2024",Throwaway,Full,Lossless,Link
Nectar,"Daniel Wilson - Focus
(ref. Daniel Wilson) (prod. Joji)","OG Filename: Joji Focus Verse.mp3
A reference track from Daniel Wilson for a currently unreleased song titled ""Focus"".
It's unknown if Joji ever recorded vocals for it, but it's said that Joji produced the beat.",3:18,,"Jan 26, 2024",Reference,Full,CD Quality,Link
Nectar,"Bēkon - High Hopes [V1]
(prod. The Donuts & Bēkon)","Bēkon's version of ""High Hopes"" before the reference track was passed onto Joji.
Heard in a session that was on February 11th, 2019, but this wasn't from that session.",1:36,,"Jan 26, 2024",Demo,Full,Low Quality,Link
Nectar,"⭐️ What About Us*
(prod. Joji)
aka. Casser","Part two of ""Casser"" which was first heard in a leaked Discord Call with skyupsahl and was later leaked on DBREE by someone who privately bought the song and didn't have enough space on their phone, so they uploaded it there thinking it wasn't public. (LOL)
It samples a recording of Joji harmonizing in the bathroom while pissing, and there's a short rap-like verse with a beat switch at the end, which sounds very similar to the end of ""Demons"". The song that's heard in the intro is also ""Tennessee Waltz"" by Patti Page.",2:22,2019 / 2020,"Jan 26, 2024",Throwaway,Full,Lossless,Link
BALLADS 1,"NO FUN [OG]
(prod. Jam City & Joji)","OG Filename: No Fun ALT
An early version that skyupsahl first leaked a snippet of on February 23rd, 2022.
This version has a less produced instrumental and the pre-chorus is slightly different.",3:47,,"Jan 26, 2024",Demo,Full,High Quality,Link
In Tongues,"⭐️ I Don't Feel Like Killing Myself Today [V2]
(prod. Joji)
aka. IDFLKMST, Casser","The first half of ""Casser"" that skyupsahl first leaked a snippet of and was leaked on DBREE.org two years later. It's kinda confusing to put this in Nectar era currently.",0:51,2019 / 2020,"Jan 26, 2024",Throwaway,Full,High Quality,Link
BALLADS 1,"TEST DRIVE (SwuM Remix)
(prod. SwuM)","A remix of ""TEST DRIVE"" by SwuM that was intended for release at some point.
However, SwuM couldn't get clearance from 88rising to release the remix.",2:37,,"Dec 19, 2023",Remix,Full,Low Quality,Link
SMITHEREENS,"Before The Day Is Over [V4]
(prod. Justin Parker)","OG Filename: Before The Day Is Over JELLIS FULL MIX FOR MASTERING.wav
An unmastered mix from the ProTools session.",3:33,"May 17, 2022","Nov 20, 2023",Demo,OG File,Lossless,Link
SMITHEREENS,"Die For You [V4]
(prod. Jacob Ray, Wes Singerman & Taydex)","OG Filename: Die For You JELLIS FULL MIX FOR MASTERING MIX B.wav
An unmastered mix from the ProTools session.",3:30,"Jul 22, 2022","Nov 20, 2023",Demo,OG File,Lossless,Link
SMITHEREENS,"Glimpse of Us [V7]
(prod. Connor McDonough)
aka. Glimpse","OG Filename: Glimpse Of Us JELLIS FULL MIX FOR MASTERING.wav
An unmastered mix from the ProTools session.",4:08,"Apr 13, 2022","Nov 20, 2023",Demo,OG File,Lossless,Link
SMITHEREENS,"Lone Ranger
(ref. Trey Campbell)","OG Filename: Joji x Trey Campell - Lone Ranger 1.1
A reference track for ""Lone Ranger"" by Trey Campbell for Joji. However, Joji only recorded a mumbled chorus before it was scrapped. Recorded sometime in 2021.
It was intended to be groupbought for $500, but was cancelled and later on leaked.",2:42,2021,"Nov 11, 2023",Reference,OG File,High Quality,Link
